Student_ID,Course_Enrollment,Class_Schedule,Extracurricular_Participation
a60d745f-7a29-41b6-8a10-537dc32fb59c,Math,Morning,Yes
924fae9b-04b3-4f5d-8796-fd9f259fa788,Art,Afternoon,Yes
6fc0de0c-419e-4cee-ad4b-bd83b22c386e,IT,Morning,Yes
413afc85-53ff-40d2-8cbc-e4d025fd73b8,Art,Afternoon,Yes
c6dda2a7-33d4-453c-afec-a0b06052bd51,History,Evening,Yes
ae0ed686-7a61-4967-b9ce-9d98368993c8,Science,Evening,No
219137df-7375-409a-8bca-e1c0634dbe5b,Math,Evening,No
32383bf1-7679-4257-960e-531b5379dc39,English,Morning,No
acb99f5d-9bd5-4d8c-b9e7-05dcbc66e756,Math,Evening,Yes
b6e0e803-4bc9-4557-b0ea-f71e7364a5db,Economics,Evening,Yes
1ebfb799-b874-436f-a9f2-8b52ac063cac,IT,Evening,Yes
5d080638-87ed-4ed0-a088-6d6a57d7518e,Geography,Morning,Yes
0601316c-1b5b-4f9b-8d7f-883089b3bf4f,Economics,Afternoon,No
dd05739d-5f6e-4c47-8d3f-ff9ffacf6b77,Science,Morning,Yes
05e01532-0d06-446e-871e-fd63591df4c1,Economics,Morning,No
5a552d3f-9c40-4841-8793-4dac5544e6d9,English,Afternoon,No
64d3d368-1c54-4b12-b915-d52d166909e6,History,Morning,Yes
45e2e0b0-6516-48c0-a162-dc9caccc6721,Art,Evening,No
a4357bb9-1830-480e-97a9-5f7bb74abd74,Geography,Evening,Yes
a208e6be-9a41-46c0-8cdb-54b64976f42d,English,Afternoon,Yes
db53d3be-8bee-4ff3-8e12-797bd37ed560,English,Evening,Yes
65960e6f-62df-4483-8b73-ca26a1efcf76,History,Afternoon,No
f7d92613-6a8a-4b6f-b0cf-9726faa5a272,IT,Morning,No
9758c11e-c9f8-430f-8e73-c1549cbe3ed8,Economics,Morning,Yes
f451a3c5-bfee-4650-8af5-7f086bb64d0c,Geography,Afternoon,No
f46033e0-e6e6-44ce-86de-1b8cbf9ae6df,History,Afternoon,Yes
3afb3d09-85c4-4479-9220-420db4377ab5,History,Morning,Yes
176d401b-3d1b-468d-aea1-40fbea9a9b4c,Science,Evening,No
b16601a0-db99-4287-b02b-0d3c3d204daf,Math,Evening,Yes
3414babc-4202-409e-8598-2f910eeaae8f,IT,Evening,Yes
8d3599c6-475c-42c1-8a93-e8bfbadae9d1,Art,Morning,Yes
8aecc952-43a7-4388-99fa-5b3bdd82caa4,Economics,Morning,Yes
327b906d-bc6e-47d8-a54b-b452c3f3eb15,History,Morning,Yes
90e31aee-fa99-4820-b7f9-38e8cf4817e8,Math,Evening,No
7be0fa6f-84ee-49c2-9645-686b17ed0443,Economics,Afternoon,No
4aee9db2-1bda-40eb-928e-147be707380d,History,Evening,Yes
f826c34c-87c5-4d6a-9b6b-67730cf557dd,English,Morning,Yes
e1e54ded-edff-485b-814f-dcb1630ce9cc,Science,Afternoon,No
023d1f73-1601-46b4-9d61-5ef015a7df86,Math,Evening,No
f5f9f548-7ab8-42c6-bd35-4353da6875c5,Science,Evening,Yes
797f380d-9a13-401a-b7c1-21c2c006954b,English,Afternoon,No
c7ca20f2-bdb8-4c86-84cb-da719080c920,English,Afternoon,Yes
ba2e5060-3f70-48eb-9111-476c5b9fb827,Math,Evening,No
f12b27e6-459d-4990-82d3-756003cff481,Economics,Evening,Yes
04486d5f-fd28-4dd0-abd1-bb3d7a0ffe16,Geography,Morning,Yes
e803198c-593d-4354-98c4-0b85797c83b3,Art,Morning,Yes
ee530190-1789-4311-8670-d4a3e6e16d33,Science,Morning,Yes
044cfd41-3690-4f8f-a486-27aa83a936bc,Art,Morning,No
b236a90f-a67a-4e5b-aba1-81b4ed7c17da,Art,Evening,No
c32776d9-36b8-415d-88ff-beb65fee8f3f,Geography,Evening,No
eece0f61-468d-4c0f-a0bf-8ea7468bf10b,Economics,Evening,No
557c6e42-c995-4a4e-beb7-5b8ddeaeff4f,Geography,Evening,Yes
7ce545a7-84d1-4b60-9deb-e0a9fafcbb86,Economics,Afternoon,Yes
2c0df9b9-96e3-447e-ad82-154005264f3d,Math,Morning,No
d29f775b-fe30-4f8f-805b-42dd875ff612,Economics,Evening,Yes
fbf7109c-26d2-4de9-88fc-f7bca48a7264,History,Morning,No
ecb60043-9640-42e6-ae22-fc84868979f8,Economics,Evening,Yes
a9840975-f1dd-4ae0-a9eb-4b42a39e0f42,Science,Afternoon,Yes
5cfcdd9e-5e66-47ae-9837-061e0fa2510d,Economics,Morning,Yes
5c307119-61fa-4077-bb83-17aec58a583d,History,Evening,No
76e214b7-dabc-454e-aac2-ae6abc3f60bf,Economics,Evening,No
bdb80017-0fc4-40b2-a787-99c60febf39f,Geography,Morning,No
b4225e4a-047f-40f6-8974-5ebe0e21acf8,Math,Morning,No
b18a839a-ea7a-4dbb-9eb6-12c90b383036,Science,Evening,No
3ce3e499-00c7-4b57-bc55-9472af66d08b,Science,Morning,Yes
8d37cc3a-375e-41b6-b4c3-efb10df78ff7,Science,Morning,No
8293ff5f-df6e-458e-bbcc-b1b6aafd8d5d,Math,Evening,Yes
b3d19165-a81b-4a1d-b44b-9cf277915521,IT,Morning,Yes
8f7b6f0e-8531-460a-ba16-d9e1caf6f485,Art,Morning,No
76cae5bc-a2e6-4b54-8a1b-6f3fe19d9cb8,Science,Morning,No
59f6f018-21cb-41e2-9fc3-66e52a8866e3,Math,Afternoon,No
587a1672-1f26-4840-9209-bea9f8295516,IT,Morning,Yes
b236f078-3e28-45bb-a7a8-69303bb80f6a,English,Morning,Yes
3b3b85b5-2f2a-43f2-8c01-023ba9a40f00,Geography,Morning,Yes
3fc96c8c-f4f3-4498-81e8-3f333da0ef3e,Art,Evening,No
bf4ebaa2-ae42-4408-973a-abbaba5ec031,Geography,Morning,Yes
f545ef16-9b7f-4a36-ae5c-aee655d9dd78,Math,Morning,No
770edb33-32b8-4d39-9623-36a1b21edc8b,Science,Afternoon,No
972bdc2d-4320-4925-a63b-f96303c47f44,Geography,Evening,Yes
125a0b01-f326-4546-8838-c6e5901cb50b,Science,Morning,No
f3e364eb-7e56-4d7f-bb7d-0a2d38a86ca3,Economics,Evening,No
30d4d289-2b4e-46d5-823a-c4ebb27fdf4a,English,Evening,No
722078ca-3deb-4ff1-8e52-371cdf0ad503,Art,Evening,Yes
ea239657-828d-4ba2-9716-854bf112b159,Art,Morning,No
36c33221-39b0-4a21-a664-ad0359455d8e,Art,Morning,No
a057033e-fe2e-4e59-a690-06dc3ac59606,Science,Afternoon,Yes
5a3725f3-cb7e-460e-9a35-235c13dd9360,Art,Afternoon,Yes
97911325-069c-4a9e-bf5b-1172114b3ac2,Art,Morning,Yes
945d3b38-3c2e-4ff2-9494-f564faad3e81,IT,Evening,Yes
00299612-72f2-4d44-b62b-8df141a6e83a,Geography,Evening,Yes
4dc7855a-8e97-4562-ae72-b4c437ddaadb,English,Morning,No
e5bc7048-75d8-4879-8ea5-cba90d017ea7,Geography,Morning,No
ffcb3031-e107-4747-b9a1-0ca2e50e1faf,Math,Morning,Yes
bb116cfe-eecf-4291-9784-c03480431935,Math,Afternoon,Yes
21572b58-9621-46ab-9365-929a4ebee53d,English,Evening,Yes
1529e206-4851-46f7-bcb0-84efc7fca880,Art,Afternoon,Yes
e639fb67-8dfb-46bc-af82-69fe38c35c7d,Science,Morning,No
1ccd2863-dabe-49fb-bf20-5ef18094d3a8,English,Morning,No
be5524a0-dddb-49da-a102-2eb323cd91e1,IT,Afternoon,No
603d51e2-c81b-4027-be29-46e247ffa097,IT,Afternoon,No
cc0cbb3d-4055-4e8c-9a6b-5d55f3fa435b,Math,Evening,Yes
29eba940-a40c-4040-8b02-9944c534b8f2,Math,Afternoon,No
9c548852-5588-444c-b585-0c7d19b5e04f,History,Morning,No
9205ef25-2982-43cb-87dd-d635460cc749,Art,Afternoon,Yes
a522c132-a5cb-437c-826c-39510551de61,IT,Morning,Yes
feba7655-cb5a-4bcd-aa62-99a86d313754,Math,Morning,Yes
230ac1f2-dc02-4c22-b591-2babeba4ff13,Economics,Morning,Yes
c9aaf689-3397-4d2c-b17f-69a490c49511,Economics,Afternoon,No
ef707694-3e99-4cd6-8945-93a5be710bc4,Economics,Morning,No
ecb0b183-aeea-49ad-932e-245bc8968648,Geography,Evening,Yes
633500bb-00c4-4bd1-90ee-356cd3dd5404,Economics,Afternoon,No
1d002107-151e-4ded-be7c-71075a0ba72a,Math,Afternoon,Yes
919a3b73-993d-45bd-8492-5b84c0d2c348,Science,Evening,No
d709e13a-cb7f-43f8-81f2-6a6b5969a16c,Geography,Morning,Yes
5fe56828-8301-4374-bd3b-cb086300f8d0,Geography,Evening,Yes
8f8a6724-8504-43b6-8463-2b76221e0123,Geography,Morning,No
67981a45-f2b1-4076-963c-8eeefd9cc0d2,Math,Afternoon,No
8eef4e5b-f18f-450a-ac2f-582e774254e9,English,Afternoon,Yes
495c8993-910e-4d4f-8d38-747a32fba49f,History,Afternoon,No
651a6ed0-8f56-41f0-ab83-b2422483b93f,Economics,Afternoon,Yes
5544fc2d-158d-43c8-8550-f74c0d26b4b8,IT,Afternoon,No
e81dbef7-f42e-4a2b-99a4-c09599f3dfa3,Math,Afternoon,Yes
309e2bca-bbb7-4c1e-81b5-b0dac146ef7e,IT,Morning,No
8ad37566-79c8-4cec-89c8-4047fbad29c4,Math,Morning,Yes
d4fe364c-4756-40a8-be64-e8f999f18e6c,Science,Morning,Yes
a9a6229b-f86a-4804-9dd9-cc54e526bf3c,Economics,Afternoon,Yes
a38dedde-f7cc-464b-9762-d90b3da3eec3,Math,Evening,Yes
8899a506-09d1-46dc-89a0-d7accdb9a7b2,English,Evening,Yes
18394d47-1f23-4d50-bd39-412fd092effa,English,Afternoon,No
258e1557-be0a-4931-a95f-3633336e55bb,Economics,Morning,No
c76ed6b9-0409-42e7-8e25-0f5fc5b83f99,IT,Afternoon,Yes
85b43781-adaf-4e8a-b7fc-3cca800fbdec,IT,Evening,No
ed36b3f1-9910-4390-a26a-66403507472d,IT,Evening,Yes
b37ec6dd-451a-49e8-bef7-a0eef71ed618,IT,Afternoon,No
9920884a-c76d-45e4-980a-186c66f115ce,Economics,Morning,Yes
77312b32-f0ee-4c62-aa44-2677613b2eea,IT,Afternoon,Yes
240a53b6-3fa8-42cb-9ecb-8f9bef9cb083,Math,Evening,No
97ba6d50-f850-46d7-9fa7-09fc7b245230,IT,Evening,No
b93c163e-5d17-4c84-9c59-b19f50d88056,Geography,Afternoon,No
749991d8-d78a-41a1-88df-047bb4996d46,Science,Morning,Yes
ca001f4e-6461-4ffa-b9c5-bcc8e4c70795,Geography,Evening,Yes
19199ea6-56ca-4dec-bef6-5f6c4ae88cf5,History,Evening,No
fff3d189-b1f6-4fad-b4a7-ce0975fdba28,Geography,Afternoon,No
4f9830b3-122c-4c1d-8df1-4fea98dc95d1,Art,Evening,No
38c6d7f6-f42f-4379-9e15-393bbadfa78a,English,Morning,No
30fc941b-dae2-429c-838a-3710fbc6fc39,IT,Evening,Yes
a0d3c7bc-7ee3-4d22-9318-952c21eeba7b,IT,Afternoon,Yes
85591fb2-0faf-4ae6-aeb2-2ba5fc193f8b,Art,Evening,No
1bb301a8-f773-4560-85e3-17df5ce95877,Art,Evening,Yes
094b5cc0-bf7a-40e9-829a-c51a1822bc39,IT,Evening,Yes
f9e9c78d-223d-4a0f-a515-270d377e215a,History,Evening,Yes
0c7a299d-1f26-42c2-9a60-b4d2dbf5357b,Math,Evening,No
637e6912-2d9e-4f2d-800d-6fec127b3b2a,Geography,Morning,No
927d9b45-ee82-4701-b1c7-ccb3ab4c064a,Art,Afternoon,Yes
5ebb314b-6be8-4e49-b1ad-10141bdb9e64,Science,Morning,Yes
b10aff08-4741-4515-8bcd-04f2f200a3be,Art,Morning,Yes
8a6946c1-d81c-4404-b38f-c915901d09d3,Art,Morning,No
43038a4d-d281-499a-9daa-5a8b1ac1f28b,English,Evening,Yes
db307c4d-a30e-4407-a1fe-027103bca90a,Science,Morning,Yes
c69cc48f-4084-4c8a-bcde-554f59863942,English,Evening,No
eae8e773-fcd8-4c53-8f72-06d3bfc6301f,History,Evening,Yes
568fcaff-ca8e-451b-8b29-43b2e8d4ef83,Science,Morning,Yes
df4b0f9b-ae8b-440d-8434-babcffec549b,Geography,Morning,Yes
7d8b2eec-61dc-4271-9f0c-234524adfde1,IT,Morning,Yes
39a13631-e51d-4e14-b7f4-c881e52fb822,Geography,Afternoon,No
2e3cfd74-3bcb-48ee-8dcb-2fd99c8bba44,Science,Morning,Yes
74f2e332-6e02-44b4-86be-6981e8a9cee4,Art,Morning,Yes
7f280833-64fd-4574-88f7-83c1b7ba6e1d,Art,Morning,No
8414099b-b5ae-4f13-92b7-e4a81daf38cd,IT,Morning,No
4039a2b2-0baa-4fd8-b59a-8b13268b816a,English,Evening,No
37a2f43c-b426-461d-8baa-d4d348fe3f7a,Economics,Afternoon,Yes
f72daf51-6122-4785-9690-58b13effa094,Economics,Evening,No
6fa4c6d5-b35c-483f-b1f2-ac01d3447e42,Art,Evening,Yes
ea361267-b2e9-47fd-b39b-79bedc0ce700,Science,Evening,Yes
e9632808-e14f-44a0-8062-a3b91e5228f0,Science,Afternoon,No
097e5a16-34f0-49af-a4ad-31463bf5b209,Economics,Afternoon,No
f77818e9-15d4-4d9f-b523-c9e9dcea4a6e,Art,Afternoon,Yes
4778e7e5-054f-432a-aa7d-372ee6b0d200,IT,Afternoon,Yes
4d694807-b8da-4e74-a8fa-34b82fe39887,English,Evening,No
67ce7d6c-283a-4f87-b16f-d250b10c7590,Geography,Morning,No
f09a9cea-39fd-4285-91cd-12f858858f8e,IT,Morning,Yes
670e8d23-d867-4b5f-a855-ed5a304237e4,Economics,Morning,Yes
c3a12c7f-a6a1-4008-bc17-8ed694f8cc1e,History,Afternoon,Yes
5950ba3b-9713-4219-ad34-e199f7742067,IT,Evening,Yes
52c721fc-f584-40fd-8ca2-a0b9b7701503,Science,Afternoon,Yes
46ea52a9-b837-42d8-adf7-446a1e05b612,History,Afternoon,No
48f21329-c2c1-4448-9056-9be4f2f0f115,Economics,Afternoon,Yes
d96c1e00-7702-4716-aaed-1de7f3c4928c,Economics,Afternoon,No
f378bd66-514f-4006-ab4a-939272f3bb09,History,Morning,No
5ed410b6-de27-4097-8eb2-a9f239446ac9,History,Morning,Yes
575c3d0a-ea44-4251-92f3-7c2e36248dee,Math,Afternoon,No
be698b4e-f172-40d3-9915-bc34396ec910,Science,Afternoon,Yes
5cec5051-b989-477e-a852-f8c064de380c,Art,Afternoon,No
c6bb5ca9-6dd5-4e0b-9459-7dec5831a59d,History,Afternoon,No
14a9c525-2b93-40a4-814d-ac0afdaa28e2,Geography,Morning,Yes
b4726f59-44b7-40c7-82ee-1007a303e88f,History,Afternoon,No
af22f6a5-a375-46c3-a3d9-bf334e718f49,Art,Evening,No
f1b54542-67f2-49fb-ad02-111f42d5f224,Math,Morning,No
0f71977b-3d63-4544-a91f-8c42eb66bb9c,Geography,Morning,No
684e5cff-f5dd-47d4-adf8-2c5cc9631e92,IT,Morning,Yes
13ed6f79-f120-4d32-9563-b54a018e0118,English,Morning,Yes
2159b552-8fe1-4fb0-8672-6cea00dfa01a,Geography,Evening,Yes
aa7f0634-9c5e-4331-997a-05c30ddf0bda,IT,Evening,No
c48426ae-6483-4c01-8e5c-65916e2e68ad,Math,Afternoon,No
0112e722-d305-4d2d-9ebc-5149c5da4c98,English,Morning,Yes
32f74e98-edbc-4b23-8dde-943b4c1ecba4,Geography,Afternoon,No
90a255df-bdd0-4f0f-ad27-cba858cadd83,English,Morning,No
90bf0975-c6cf-45c3-8185-0e3445d6b52d,IT,Afternoon,No
36e0dd7f-19f0-4179-8849-df3392d6e49f,Geography,Afternoon,Yes
2fe5488b-c7a3-40b1-9426-a820e5d194c2,Math,Afternoon,No
8ad2134c-eb00-4cad-b36d-f5f2be85b38f,Art,Evening,No
918dd6b9-4f45-4f0d-b70c-ee1e1c1cfc30,Geography,Afternoon,Yes
b873595a-1805-4435-9aab-191daf6d275c,Art,Morning,No
91a1e061-71ae-4cba-9f00-c6019c79e33d,History,Afternoon,No
55befde5-7d67-48c4-ae6f-637a42f234dd,Science,Morning,No
213fecb4-11b2-4dee-afe6-56304a6b08fa,Math,Afternoon,Yes
7e9ac13a-b3a9-49cc-82ca-1da9c06b048f,Science,Morning,Yes
3075875a-5622-43bd-804a-ba16a7d73860,History,Evening,Yes
d5d3ae21-fa4e-48ee-94a6-876c57e95233,English,Afternoon,No
13e0d91b-f110-4ff1-b93f-3332aaeef2b8,English,Evening,Yes
1c91b5c1-9868-4a04-9b54-f0e0a5ca44ce,Art,Morning,Yes
e8a50c3e-cbd5-40d7-9a9f-62cd699af353,English,Morning,No
60cd8c96-7b3c-4e40-81c9-f2045281c3a0,Geography,Evening,Yes
a8e2d39e-4414-4583-8f44-3561fa03e65e,Science,Morning,No
7d2ce742-1bac-4633-943c-b367e84da95d,Geography,Evening,Yes
20c58699-378a-48fb-b6eb-ea3d6593ceb4,Math,Morning,Yes
7262141a-af63-4316-9076-4cae50f66782,Science,Morning,No
ef852041-bc81-4a8b-b088-b5fb2ed41059,IT,Morning,Yes
db11c3ea-5e36-4364-a710-3751d0b7809c,Science,Evening,Yes
50a1a180-1ccf-4372-9ed8-760be439a067,History,Afternoon,Yes
e1219cb6-6c18-4a9a-9b9c-6d3bdfe2d00d,Science,Morning,Yes
936a7da9-0b70-4674-be77-c5eb32c70063,Math,Morning,Yes
1d5c0305-fcb5-4f87-b4ed-879ca2b70638,Math,Evening,No
196d9f6d-fdec-407d-a2fd-7d5ee13dc873,IT,Morning,Yes
c3c4aa08-51a9-422b-ae43-4916b2f9e039,English,Evening,Yes
e660514f-61ab-413c-801d-b80bcfb67fde,IT,Afternoon,No
48b8f262-e16e-4144-89d1-3e0885ad6999,IT,Evening,No
1d5f5d83-4568-4681-b2b9-d7d794eeb58b,IT,Afternoon,No
0ec6c95f-0a4e-44d2-b9c5-defb02ccf5b8,IT,Afternoon,Yes
20a1e5bd-1ee0-4dc9-83fd-f49ff3d231a9,IT,Morning,No
a85dd353-af97-4c02-a655-d067965a918f,English,Morning,Yes
0a39e85f-43a1-4db9-93c0-004c2b731fb8,Science,Morning,No
4f7cb077-c934-4561-ae93-e410dbc98f4d,Math,Afternoon,No
0ad2245c-551a-4f73-aeb1-2688b2d7c05f,Science,Morning,No
c2cedfef-3e8e-4466-ad89-85882318aab3,IT,Morning,No
20142342-7440-43a4-8ba2-f241a33c903b,English,Evening,Yes
af4099cd-68cf-4ee5-94b5-209069258bbb,Science,Evening,No
21c73005-d5c9-40fc-bbc1-65779504449a,IT,Afternoon,No
a3fb295e-6e66-486c-879d-0e220c22f5d5,English,Afternoon,No
0a353b9c-d038-4ef9-a234-ed806685f4df,Math,Morning,Yes
5db4e4d3-ee89-4663-ba2a-e7ecac93803f,Math,Morning,Yes
f4e36511-290c-48ea-bb44-fb6936c05981,Economics,Evening,No
a4228d5b-4e76-48ec-a49a-6aad20f2140f,English,Evening,No
a15542cd-514a-4a97-8022-79f55bda38a6,History,Afternoon,Yes
44aec593-641f-4dbb-a523-ea508f671e3f,Geography,Afternoon,No
cb2d6893-2ccb-476a-b551-6351968eb25b,Science,Afternoon,No
6cccc61e-37b8-47d4-94f1-c4931c36fc08,IT,Evening,Yes
d7756e61-426b-434c-9b44-cbca2b79b60e,Science,Afternoon,Yes
980ea002-e597-474b-844c-e44c5cb587d5,Art,Afternoon,No
f53619f8-c57e-4126-82ea-a5c08dd48389,Science,Afternoon,No
83d31a5f-b874-4466-aaa5-030f1c87d80b,IT,Morning,No
ab1f3950-aa26-409b-aed1-1f5c61beb658,History,Afternoon,Yes
971f2baf-ae5b-4462-84d8-6122467f0474,IT,Evening,No
b37ddbe2-f8a7-456f-828b-e87dd3f3d769,Geography,Morning,Yes
c8bb443b-8f15-483b-bd8f-beabc03a93a1,History,Afternoon,Yes
a5d4fd33-6c64-4200-8448-4adc22fd149f,Math,Morning,Yes
5687ec12-eeaf-4c2b-914c-95b38984da23,IT,Evening,No
a1572295-7e94-49f7-a44d-e3ab41e21754,Art,Morning,No
452b5e9f-3edf-47a7-9a20-726492e7ca34,Economics,Morning,Yes
77c5adda-6064-4c6a-947b-ae79cd0ae177,Math,Morning,Yes
a3466162-8e6d-4c3a-b6ac-64e99f6415bb,IT,Morning,No
a62dd438-a60d-47a3-ba98-e5805895fa73,IT,Evening,Yes
21dba176-a693-444e-b494-3e4a4cc24309,English,Afternoon,No
598f2eef-77d8-48d3-a6fc-a06d5dcb2ff2,Math,Afternoon,Yes
b2c243ff-4657-4379-9da1-29927ec3c32e,Math,Afternoon,Yes
9ff9f845-f72c-4d9c-ac5c-cd3890bd62bb,Math,Evening,Yes
dde4f3ea-d875-4240-ab9e-d2c7ea3495b5,Economics,Afternoon,No
16453fba-4d14-4a91-81f7-eff3e9144747,IT,Afternoon,No
3791edfa-0443-4db1-97da-7a6d490883b3,Geography,Evening,No
a9dd22a1-d948-4d9e-98bd-ba6f6d28dd66,History,Afternoon,Yes
e9fc0202-7d49-4b8d-9d22-263085d9f93f,Science,Afternoon,Yes
d49a5ae3-f101-4cb0-84cb-922c7fa21491,Art,Evening,Yes
d3a86d72-7db9-4b51-81f5-99f12084a50f,Math,Morning,No
6a521917-9606-4693-a893-18becc30a514,Science,Evening,Yes
e792f9e5-999b-4822-b1b6-888a191e08ee,Art,Afternoon,No
631d4e5c-f3c6-4f8c-87c7-3a81293493ea,Math,Morning,No
deb19227-6c71-40cc-b8f2-aacf8fbde1b9,History,Evening,Yes
8d4846ff-015d-4396-9f57-bcf91f7f11d9,IT,Morning,Yes
c278eb6d-f46e-4d36-9f6a-c1d185331d9e,History,Afternoon,No
8b0b4847-4a11-4357-86cb-8ccfabfff678,Math,Afternoon,Yes
e24a930e-6608-427c-8027-50d012aca2b4,History,Morning,No
2acc8f7b-d1b6-4d22-bb42-94fdcf8dabdf,History,Afternoon,No
0b9ea560-b1c2-44fd-8175-4fdb0b5dbbc6,Math,Evening,Yes
dc3520c4-818a-49f1-8c3c-3eb104959f13,Economics,Afternoon,No
44905c1f-05df-4bdb-aff6-64cf290ad776,English,Afternoon,No
f79553a3-2ed5-4aa4-9bec-1f1299bc918a,IT,Morning,Yes
d5ca2ac5-b5da-4784-ac80-c2a0af84cfd4,Art,Afternoon,No
60f0ab33-fbc3-43c4-961d-3bcf96051512,IT,Morning,Yes
74f684f1-8ef8-465c-bae6-4e00942b8026,Geography,Afternoon,No
e290a8d9-f63a-4f85-9255-8a72279b88d0,History,Evening,Yes
067bf28f-2c62-40d3-8744-c514d4ccb2c8,Math,Evening,Yes
94f41180-0c93-496a-add1-d6eaee2f3751,Math,Morning,No
800030f4-f268-4550-94f5-9e446de906ef,Economics,Morning,No
6fe4798d-1048-4534-9ab3-5fbc34e3ed88,Math,Afternoon,No
cb85b564-049f-4bf1-8640-1009a1462c0c,Economics,Evening,Yes
7399e69a-4e27-4ca9-a083-c4c731c2f122,Geography,Morning,Yes
e410725c-c39e-48cd-b4b9-d3d0e123b728,History,Evening,Yes
acd55897-d063-4227-a14d-2a9e78e573b3,Geography,Morning,Yes
78721023-8f7a-4718-b30b-64cea4a6e7ef,Economics,Evening,No
ab76390d-34dd-4740-8212-48acadb19806,History,Morning,No
ea9fd017-9ea9-4700-8675-8c8877a3cfea,History,Evening,No
eab74ebf-a1d3-45e9-bf29-451d3fd55fad,IT,Evening,Yes
5a323b54-8f55-4f60-bb2a-2e1a97cc09c4,Math,Afternoon,Yes
a4334d27-6551-4d36-9439-c060ad094114,History,Morning,No
1eace802-8140-4ba5-8377-5c69ba78cf02,History,Evening,Yes
01530396-8170-44c9-ae20-b67ab1bde00c,Geography,Evening,No
5ba0ce99-b850-4405-812b-80c1b882c81d,Art,Morning,No
fe5afc11-69bc-4f23-8f28-4b24be25d293,History,Afternoon,Yes
6efe11f8-6ebf-4115-a30f-798fa052e82d,Geography,Morning,No
f343b2f8-6abc-48c9-96ee-96cca6b89f30,Economics,Afternoon,No
df0bd617-efb3-44bd-87d2-60928bd310dc,Geography,Morning,No
e97738d3-9bf9-4756-b7ca-4d4b5188333f,Art,Morning,Yes
f8a5bb52-5556-4f94-966d-db518253ab84,Geography,Evening,No
b5c6dc0e-103f-4a00-ad0c-7f6f71aa2074,Science,Morning,No
db302c25-3822-4507-bcdf-dc592828fcb9,IT,Evening,No
e17158c2-42b5-4e6f-b443-2250bccfd0ec,Geography,Afternoon,No
c37668a3-c993-4ba5-a467-c0a990953557,History,Evening,No
e749f40d-b413-4c33-aad8-bef800e302b0,Art,Evening,Yes
893befff-d85f-4d73-bdb3-733895dc9b2f,Economics,Afternoon,No
61616e6a-033a-453b-ba23-824892c5e972,Economics,Evening,No
1bb1ec41-4f25-4324-8799-567a5cda7a3d,Science,Morning,No
195f2b69-c168-4638-acdc-ba1b62e4bb35,Art,Evening,No
b7679e37-5a18-4666-8c23-eae3705d2028,Science,Evening,Yes
0518c83b-f334-4f83-8866-0b38128e0e1b,English,Morning,Yes
856f1dca-2461-4e94-a336-6cf180e60c3d,IT,Afternoon,No
0eb695df-a21c-4a5f-bbe6-10dc3c185a11,Art,Morning,Yes
04d06cce-7896-42dc-b07f-4867eaa4e825,IT,Afternoon,Yes
5cec20d2-bb7c-419b-b181-0f9ce561ba47,IT,Morning,No
c2df2a8d-daba-47a9-916b-387aa90c3d74,Math,Evening,Yes
