Student_ID,Disciplinary_Incidents,Interactions_with_Peers,Participation_in_Events,Engagement_in_Extracurriculars
45e2e0b0-6516-48c0-a162-dc9caccc6721,3,33,0,0.32553724617646546
a4357bb9-1830-480e-97a9-5f7bb74abd74,2,30,2,0.9468651370058997
a208e6be-9a41-46c0-8cdb-54b64976f42d,2,42,2,0.5601473473270014
db53d3be-8bee-4ff3-8e12-797bd37ed560,4,7,2,0.2160694057687907
65960e6f-62df-4483-8b73-ca26a1efcf76,1,25,1,0.35164564347185556
f7d92613-6a8a-4b6f-b0cf-9726faa5a272,2,17,1,0.7567817465220886
9758c11e-c9f8-430f-8e73-c1549cbe3ed8,1,35,1,0.11229313454265472
f451a3c5-bfee-4650-8af5-7f086bb64d0c,2,21,0,0.9440361875772559
f46033e0-e6e6-44ce-86de-1b8cbf9ae6df,2,39,1,0.5006592295532255
3afb3d09-85c4-4479-9220-420db4377ab5,2,27,2,0.5689711206558971
176d401b-3d1b-468d-aea1-40fbea9a9b4c,3,7,0,0.9895710122555752
b16601a0-db99-4287-b02b-0d3c3d204daf,1,49,0,0.5530627773993985
3414babc-4202-409e-8598-2f910eeaae8f,3,6,0,0.9529695950157753
8d3599c6-475c-42c1-8a93-e8bfbadae9d1,1,7,2,0.9237080042138388
8aecc952-43a7-4388-99fa-5b3bdd82caa4,3,24,1,0.9471839757995915
327b906d-bc6e-47d8-a54b-b452c3f3eb15,3,48,2,0.8311357517431275
90e31aee-fa99-4820-b7f9-38e8cf4817e8,3,13,1,0.3667582761019581
7be0fa6f-84ee-49c2-9645-686b17ed0443,4,8,0,0.41174423540738336
4aee9db2-1bda-40eb-928e-147be707380d,3,29,0,0.4284856613625768
f826c34c-87c5-4d6a-9b6b-67730cf557dd,2,5,2,0.9812627556509756
e1e54ded-edff-485b-814f-dcb1630ce9cc,0,43,1,0.4246799535749338
023d1f73-1601-46b4-9d61-5ef015a7df86,3,16,0,0.19782037829654245
f5f9f548-7ab8-42c6-bd35-4353da6875c5,0,44,2,0.8004960051716364
797f380d-9a13-401a-b7c1-21c2c006954b,0,44,2,0.42945696242384734
c7ca20f2-bdb8-4c86-84cb-da719080c920,2,28,1,0.6588423205532591
ba2e5060-3f70-48eb-9111-476c5b9fb827,0,13,1,0.9319243710375703
f12b27e6-459d-4990-82d3-756003cff481,0,24,1,0.6179550191002399
04486d5f-fd28-4dd0-abd1-bb3d7a0ffe16,0,9,0,0.6739301605220992
e803198c-593d-4354-98c4-0b85797c83b3,1,24,2,0.6785763080186225
ee530190-1789-4311-8670-d4a3e6e16d33,3,25,1,0.6511592671826637
044cfd41-3690-4f8f-a486-27aa83a936bc,3,6,2,0.2437924397328587
b236a90f-a67a-4e5b-aba1-81b4ed7c17da,0,25,0,0.5107738732738799
c32776d9-36b8-415d-88ff-beb65fee8f3f,2,46,0,0.10689761797935261
eece0f61-468d-4c0f-a0bf-8ea7468bf10b,1,28,1,0.6636383236677998
557c6e42-c995-4a4e-beb7-5b8ddeaeff4f,2,13,0,0.617822465523615
7ce545a7-84d1-4b60-9deb-e0a9fafcbb86,2,43,2,0.386323497316739
2c0df9b9-96e3-447e-ad82-154005264f3d,0,34,2,0.5715059528531834
d29f775b-fe30-4f8f-805b-42dd875ff612,4,22,0,0.5437520037172691
fbf7109c-26d2-4de9-88fc-f7bca48a7264,0,48,0,0.32582369434802605
ecb60043-9640-42e6-ae22-fc84868979f8,4,47,0,0.3639587932833337
a9840975-f1dd-4ae0-a9eb-4b42a39e0f42,1,14,2,0.7862868969658756
5cfcdd9e-5e66-47ae-9837-061e0fa2510d,4,49,0,0.780159087263556
5c307119-61fa-4077-bb83-17aec58a583d,0,45,1,0.5228039352158581
76e214b7-dabc-454e-aac2-ae6abc3f60bf,0,25,1,0.7457580571743816
bdb80017-0fc4-40b2-a787-99c60febf39f,2,26,2,0.5057211522078425
b4225e4a-047f-40f6-8974-5ebe0e21acf8,0,21,0,0.8662366314065189
b18a839a-ea7a-4dbb-9eb6-12c90b383036,0,9,0,0.399526013987752
3ce3e499-00c7-4b57-bc55-9472af66d08b,3,10,0,0.9345632498608609
8d37cc3a-375e-41b6-b4c3-efb10df78ff7,3,14,1,0.5880552855082039
8293ff5f-df6e-458e-bbcc-b1b6aafd8d5d,2,47,1,0.5821190749717757
b3d19165-a81b-4a1d-b44b-9cf277915521,4,6,1,0.7037293458934393
8f7b6f0e-8531-460a-ba16-d9e1caf6f485,4,11,1,0.406770409733216
76cae5bc-a2e6-4b54-8a1b-6f3fe19d9cb8,3,8,1,0.7518966138164209
59f6f018-21cb-41e2-9fc3-66e52a8866e3,1,41,2,0.38838259237070794
587a1672-1f26-4840-9209-bea9f8295516,3,23,2,0.45778494696290706
b236f078-3e28-45bb-a7a8-69303bb80f6a,1,32,0,0.707233093113751
3b3b85b5-2f2a-43f2-8c01-023ba9a40f00,4,24,0,0.4406041911712433
3fc96c8c-f4f3-4498-81e8-3f333da0ef3e,3,34,1,0.27997671041925465
bf4ebaa2-ae42-4408-973a-abbaba5ec031,0,46,0,0.884711312897956
f545ef16-9b7f-4a36-ae5c-aee655d9dd78,1,42,2,0.9299398427144975
770edb33-32b8-4d39-9623-36a1b21edc8b,1,6,2,0.6640579448267037
972bdc2d-4320-4925-a63b-f96303c47f44,1,7,0,0.8300356940780681
125a0b01-f326-4546-8838-c6e5901cb50b,4,46,1,0.9879871192972777
f3e364eb-7e56-4d7f-bb7d-0a2d38a86ca3,2,43,2,0.6532972766378432
30d4d289-2b4e-46d5-823a-c4ebb27fdf4a,0,29,0,0.9179133789250121
722078ca-3deb-4ff1-8e52-371cdf0ad503,3,6,1,0.42332927474831294
ea239657-828d-4ba2-9716-854bf112b159,1,43,0,0.7304251922984675
36c33221-39b0-4a21-a664-ad0359455d8e,4,19,1,0.15022491966716173
a057033e-fe2e-4e59-a690-06dc3ac59606,1,7,1,0.8100744000491303
5a3725f3-cb7e-460e-9a35-235c13dd9360,3,9,2,0.8468228302566106
97911325-069c-4a9e-bf5b-1172114b3ac2,0,44,2,0.4610578928265927
945d3b38-3c2e-4ff2-9494-f564faad3e81,1,40,0,0.6750595142895967
00299612-72f2-4d44-b62b-8df141a6e83a,4,44,0,0.8725249921531227
4dc7855a-8e97-4562-ae72-b4c437ddaadb,4,42,1,0.8952473480581452
e5bc7048-75d8-4879-8ea5-cba90d017ea7,2,41,2,0.19587837188494087
ffcb3031-e107-4747-b9a1-0ca2e50e1faf,4,31,1,0.8447389718796077
bb116cfe-eecf-4291-9784-c03480431935,2,9,1,0.34681901673349025
21572b58-9621-46ab-9365-929a4ebee53d,0,21,1,0.7545762067039691
1529e206-4851-46f7-bcb0-84efc7fca880,3,42,1,0.3926477381432998
e639fb67-8dfb-46bc-af82-69fe38c35c7d,2,49,1,0.15069670356751944
1ccd2863-dabe-49fb-bf20-5ef18094d3a8,1,45,1,0.28888363886599683
be5524a0-dddb-49da-a102-2eb323cd91e1,1,16,0,0.4678045982443756
603d51e2-c81b-4027-be29-46e247ffa097,3,46,2,0.7671057580549383
cc0cbb3d-4055-4e8c-9a6b-5d55f3fa435b,4,35,2,0.19063326458112184
29eba940-a40c-4040-8b02-9944c534b8f2,1,37,1,0.8316407124101438
9c548852-5588-444c-b585-0c7d19b5e04f,2,47,1,0.9972559827661696
9205ef25-2982-43cb-87dd-d635460cc749,3,33,1,0.8094318788612128
a522c132-a5cb-437c-826c-39510551de61,1,42,2,0.5263628680259933
feba7655-cb5a-4bcd-aa62-99a86d313754,4,7,2,0.6113441897613517
230ac1f2-dc02-4c22-b591-2babeba4ff13,4,42,1,0.10554445747240711
c9aaf689-3397-4d2c-b17f-69a490c49511,1,45,2,0.2883464540698577
ef707694-3e99-4cd6-8945-93a5be710bc4,3,44,1,0.9090893183140408
ecb0b183-aeea-49ad-932e-245bc8968648,0,34,1,0.11955646246166729
633500bb-00c4-4bd1-90ee-356cd3dd5404,1,26,1,0.9143154576072837
1d002107-151e-4ded-be7c-71075a0ba72a,4,42,0,0.20192734731535067
919a3b73-993d-45bd-8492-5b84c0d2c348,0,36,2,0.21976671696295086
d709e13a-cb7f-43f8-81f2-6a6b5969a16c,3,47,2,0.25781491977123017
5fe56828-8301-4374-bd3b-cb086300f8d0,4,14,2,0.8194467924596767
8f8a6724-8504-43b6-8463-2b76221e0123,3,36,1,0.5303679178081415
67981a45-f2b1-4076-963c-8eeefd9cc0d2,1,47,0,0.23067696720703815
8eef4e5b-f18f-450a-ac2f-582e774254e9,3,8,1,0.7181216376987924
495c8993-910e-4d4f-8d38-747a32fba49f,4,33,1,0.9466195296931996
651a6ed0-8f56-41f0-ab83-b2422483b93f,1,49,1,0.6152063268227247
5544fc2d-158d-43c8-8550-f74c0d26b4b8,4,12,0,0.18883000514848464
e81dbef7-f42e-4a2b-99a4-c09599f3dfa3,4,24,1,0.14927554555978584
309e2bca-bbb7-4c1e-81b5-b0dac146ef7e,0,11,1,0.8162851238881846
8ad37566-79c8-4cec-89c8-4047fbad29c4,2,5,0,0.6634752871369914
d4fe364c-4756-40a8-be64-e8f999f18e6c,3,29,1,0.9303916052121413
a9a6229b-f86a-4804-9dd9-cc54e526bf3c,3,30,1,0.5925251359431891
a38dedde-f7cc-464b-9762-d90b3da3eec3,0,13,2,0.15615586291874806
8899a506-09d1-46dc-89a0-d7accdb9a7b2,3,27,0,0.4633181649987852
18394d47-1f23-4d50-bd39-412fd092effa,0,44,2,0.692191619732276
258e1557-be0a-4931-a95f-3633336e55bb,3,6,1,0.44639681584353674
c76ed6b9-0409-42e7-8e25-0f5fc5b83f99,3,30,0,0.9996322570662097
85b43781-adaf-4e8a-b7fc-3cca800fbdec,4,18,0,0.46484075230637056
ed36b3f1-9910-4390-a26a-66403507472d,0,48,1,0.5916125138027951
b37ec6dd-451a-49e8-bef7-a0eef71ed618,3,35,2,0.3028528293613115
9920884a-c76d-45e4-980a-186c66f115ce,2,30,1,0.23692438387197257
77312b32-f0ee-4c62-aa44-2677613b2eea,0,23,0,0.6807749847069258
240a53b6-3fa8-42cb-9ecb-8f9bef9cb083,0,42,0,0.6297514722241139
97ba6d50-f850-46d7-9fa7-09fc7b245230,0,9,1,0.10390497166565583
b93c163e-5d17-4c84-9c59-b19f50d88056,4,10,1,0.3563033813179679
749991d8-d78a-41a1-88df-047bb4996d46,0,39,1,0.6792216157116229
ca001f4e-6461-4ffa-b9c5-bcc8e4c70795,4,20,1,0.8310244111592047
19199ea6-56ca-4dec-bef6-5f6c4ae88cf5,2,35,2,0.3811317877358599
fff3d189-b1f6-4fad-b4a7-ce0975fdba28,1,22,2,0.6826927323599684
4f9830b3-122c-4c1d-8df1-4fea98dc95d1,4,18,2,0.33873213713576156
38c6d7f6-f42f-4379-9e15-393bbadfa78a,3,29,2,0.7213419051663126
30fc941b-dae2-429c-838a-3710fbc6fc39,0,19,0,0.7281531987962162
a0d3c7bc-7ee3-4d22-9318-952c21eeba7b,1,30,0,0.21720111896763106
85591fb2-0faf-4ae6-aeb2-2ba5fc193f8b,4,40,2,0.6985808055793045
1bb301a8-f773-4560-85e3-17df5ce95877,3,15,1,0.4002104635123327
094b5cc0-bf7a-40e9-829a-c51a1822bc39,1,41,0,0.2553354384333647
f9e9c78d-223d-4a0f-a515-270d377e215a,2,45,1,0.5503251094963968
0c7a299d-1f26-42c2-9a60-b4d2dbf5357b,4,41,2,0.5070670155178492
637e6912-2d9e-4f2d-800d-6fec127b3b2a,4,11,0,0.7964873299557973
927d9b45-ee82-4701-b1c7-ccb3ab4c064a,2,22,0,0.17606395824509669
5ebb314b-6be8-4e49-b1ad-10141bdb9e64,4,24,0,0.8107779419486028
b10aff08-4741-4515-8bcd-04f2f200a3be,0,6,0,0.1954741258983661
8a6946c1-d81c-4404-b38f-c915901d09d3,4,30,2,0.2867131252711557
43038a4d-d281-499a-9daa-5a8b1ac1f28b,0,27,0,0.564293906496704
db307c4d-a30e-4407-a1fe-027103bca90a,4,36,2,0.516857140020182
c69cc48f-4084-4c8a-bcde-554f59863942,3,17,0,0.9899730772606433
eae8e773-fcd8-4c53-8f72-06d3bfc6301f,3,17,2,0.6305263419361954
568fcaff-ca8e-451b-8b29-43b2e8d4ef83,1,21,2,0.39469203572222256
df4b0f9b-ae8b-440d-8434-babcffec549b,3,29,1,0.910133981689587
7d8b2eec-61dc-4271-9f0c-234524adfde1,2,26,2,0.38099346110425336
39a13631-e51d-4e14-b7f4-c881e52fb822,1,31,1,0.34639807166946107
2e3cfd74-3bcb-48ee-8dcb-2fd99c8bba44,3,21,0,0.5449346156789735
74f2e332-6e02-44b4-86be-6981e8a9cee4,0,30,1,0.9218573060257712
7f280833-64fd-4574-88f7-83c1b7ba6e1d,4,42,2,0.7376628297329547
8414099b-b5ae-4f13-92b7-e4a81daf38cd,3,18,1,0.7097348939205974
4039a2b2-0baa-4fd8-b59a-8b13268b816a,0,18,0,0.7534695385348866
37a2f43c-b426-461d-8baa-d4d348fe3f7a,1,16,1,0.6936765496982994
f72daf51-6122-4785-9690-58b13effa094,4,9,2,0.7838167237011513
6fa4c6d5-b35c-483f-b1f2-ac01d3447e42,3,41,2,0.27348581955622014
ea361267-b2e9-47fd-b39b-79bedc0ce700,1,8,0,0.25953245808544134
e9632808-e14f-44a0-8062-a3b91e5228f0,3,33,0,0.4259470094122635
097e5a16-34f0-49af-a4ad-31463bf5b209,1,29,1,0.8658638009162493
f77818e9-15d4-4d9f-b523-c9e9dcea4a6e,3,49,0,0.7430087939470388
4778e7e5-054f-432a-aa7d-372ee6b0d200,0,8,2,0.6098260085584922
4d694807-b8da-4e74-a8fa-34b82fe39887,2,20,1,0.11750269373030786
67ce7d6c-283a-4f87-b16f-d250b10c7590,0,6,1,0.3122220555422799
f09a9cea-39fd-4285-91cd-12f858858f8e,4,27,1,0.8231625482949091
670e8d23-d867-4b5f-a855-ed5a304237e4,3,8,1,0.3182380237757968
c3a12c7f-a6a1-4008-bc17-8ed694f8cc1e,2,24,0,0.7572611774718526
5950ba3b-9713-4219-ad34-e199f7742067,2,21,1,0.2661708384368956
52c721fc-f584-40fd-8ca2-a0b9b7701503,4,10,1,0.6457308023794227
46ea52a9-b837-42d8-adf7-446a1e05b612,4,22,1,0.6653902300304515
48f21329-c2c1-4448-9056-9be4f2f0f115,2,24,2,0.7767696031178335
d96c1e00-7702-4716-aaed-1de7f3c4928c,4,43,2,0.49450816080607596
f378bd66-514f-4006-ab4a-939272f3bb09,4,49,0,0.6694072291769252
5ed410b6-de27-4097-8eb2-a9f239446ac9,3,45,2,0.5382728098482564
575c3d0a-ea44-4251-92f3-7c2e36248dee,0,38,2,0.9526042408584816
be698b4e-f172-40d3-9915-bc34396ec910,1,44,0,0.5696926543166567
5cec5051-b989-477e-a852-f8c064de380c,2,28,0,0.28863809481536906
c6bb5ca9-6dd5-4e0b-9459-7dec5831a59d,1,22,1,0.7011032942247727
14a9c525-2b93-40a4-814d-ac0afdaa28e2,2,34,1,0.5936205953875722
b4726f59-44b7-40c7-82ee-1007a303e88f,2,5,0,0.823446547498132
af22f6a5-a375-46c3-a3d9-bf334e718f49,0,27,1,0.25922043783391924
f1b54542-67f2-49fb-ad02-111f42d5f224,2,33,1,0.3348456424065144
0f71977b-3d63-4544-a91f-8c42eb66bb9c,2,45,1,0.9294661966579498
684e5cff-f5dd-47d4-adf8-2c5cc9631e92,0,45,0,0.9370235019216664
13ed6f79-f120-4d32-9563-b54a018e0118,4,36,2,0.49803108982740185
2159b552-8fe1-4fb0-8672-6cea00dfa01a,1,6,2,0.1429760639065869
aa7f0634-9c5e-4331-997a-05c30ddf0bda,2,40,0,0.3758995617633638
c48426ae-6483-4c01-8e5c-65916e2e68ad,0,49,0,0.3224103889791503
0112e722-d305-4d2d-9ebc-5149c5da4c98,2,21,1,0.47320916679542957
32f74e98-edbc-4b23-8dde-943b4c1ecba4,0,47,0,0.3860205569907288
90a255df-bdd0-4f0f-ad27-cba858cadd83,1,6,0,0.8460931094672088
90bf0975-c6cf-45c3-8185-0e3445d6b52d,3,8,0,0.10273241721290864
36e0dd7f-19f0-4179-8849-df3392d6e49f,4,48,0,0.6801686681603484
2fe5488b-c7a3-40b1-9426-a820e5d194c2,3,38,1,0.697843202640439
8ad2134c-eb00-4cad-b36d-f5f2be85b38f,0,5,1,0.6945639177601386
918dd6b9-4f45-4f0d-b70c-ee1e1c1cfc30,2,27,0,0.5685352124631128
b873595a-1805-4435-9aab-191daf6d275c,4,10,0,0.6499936657988227
91a1e061-71ae-4cba-9f00-c6019c79e33d,1,20,2,0.8294448803833812
55befde5-7d67-48c4-ae6f-637a42f234dd,4,6,2,0.8057771008195432
213fecb4-11b2-4dee-afe6-56304a6b08fa,2,16,0,0.13116283946056936
7e9ac13a-b3a9-49cc-82ca-1da9c06b048f,3,31,2,0.127392882163578
3075875a-5622-43bd-804a-ba16a7d73860,0,23,2,0.8550503314934421
d5d3ae21-fa4e-48ee-94a6-876c57e95233,3,32,1,0.6172567187775065
13e0d91b-f110-4ff1-b93f-3332aaeef2b8,4,39,1,0.961684601742273
1c91b5c1-9868-4a04-9b54-f0e0a5ca44ce,2,47,1,0.4884324372248282
e8a50c3e-cbd5-40d7-9a9f-62cd699af353,0,8,2,0.25906763925616944
60cd8c96-7b3c-4e40-81c9-f2045281c3a0,2,11,0,0.5259114211490282
a8e2d39e-4414-4583-8f44-3561fa03e65e,2,41,1,0.4928898771653708
7d2ce742-1bac-4633-943c-b367e84da95d,4,29,2,0.5654596432946647
20c58699-378a-48fb-b6eb-ea3d6593ceb4,3,45,0,0.8271525104892549
7262141a-af63-4316-9076-4cae50f66782,2,21,1,0.6900255891430984
ef852041-bc81-4a8b-b088-b5fb2ed41059,2,45,2,0.2667477946594373
db11c3ea-5e36-4364-a710-3751d0b7809c,2,18,1,0.7610295307195551
50a1a180-1ccf-4372-9ed8-760be439a067,0,41,2,0.6327065919505884
e1219cb6-6c18-4a9a-9b9c-6d3bdfe2d00d,2,6,1,0.6204796574839132
936a7da9-0b70-4674-be77-c5eb32c70063,2,28,2,0.7104311941920716
1d5c0305-fcb5-4f87-b4ed-879ca2b70638,4,19,0,0.6075689127908785
196d9f6d-fdec-407d-a2fd-7d5ee13dc873,2,37,1,0.511762362704284
c3c4aa08-51a9-422b-ae43-4916b2f9e039,2,16,1,0.6763422545326865
e660514f-61ab-413c-801d-b80bcfb67fde,4,23,2,0.7513543625955176
48b8f262-e16e-4144-89d1-3e0885ad6999,0,9,0,0.30319024854807153
1d5f5d83-4568-4681-b2b9-d7d794eeb58b,3,5,0,0.5473449048143013
0ec6c95f-0a4e-44d2-b9c5-defb02ccf5b8,4,47,1,0.5123552169386113
20a1e5bd-1ee0-4dc9-83fd-f49ff3d231a9,0,13,2,0.13591294355015948
a85dd353-af97-4c02-a655-d067965a918f,3,43,1,0.8509947907816052
0a39e85f-43a1-4db9-93c0-004c2b731fb8,2,38,2,0.4396438215445819
4f7cb077-c934-4561-ae93-e410dbc98f4d,4,33,0,0.1654203098810879
0ad2245c-551a-4f73-aeb1-2688b2d7c05f,2,6,1,0.5121091873688333
c2cedfef-3e8e-4466-ad89-85882318aab3,4,23,2,0.2453327254824376
20142342-7440-43a4-8ba2-f241a33c903b,3,32,0,0.7339729731711984
af4099cd-68cf-4ee5-94b5-209069258bbb,0,39,2,0.6145944176508864
21c73005-d5c9-40fc-bbc1-65779504449a,4,44,1,0.34310242628014165
a3fb295e-6e66-486c-879d-0e220c22f5d5,0,26,2,0.9554264732358766
0a353b9c-d038-4ef9-a234-ed806685f4df,2,8,1,0.36257081343002273
5db4e4d3-ee89-4663-ba2a-e7ecac93803f,2,12,0,0.5994972162792287
f4e36511-290c-48ea-bb44-fb6936c05981,3,5,2,0.8214110418619442
a4228d5b-4e76-48ec-a49a-6aad20f2140f,3,40,0,0.5625030681590392
a15542cd-514a-4a97-8022-79f55bda38a6,1,11,0,0.9647701081977565
44aec593-641f-4dbb-a523-ea508f671e3f,1,29,1,0.859469110281563
cb2d6893-2ccb-476a-b551-6351968eb25b,3,33,1,0.9289171126008063
6cccc61e-37b8-47d4-94f1-c4931c36fc08,2,5,0,0.4354323253789951
d7756e61-426b-434c-9b44-cbca2b79b60e,0,22,1,0.5935198756701328
980ea002-e597-474b-844c-e44c5cb587d5,3,8,0,0.8561496659440605
f53619f8-c57e-4126-82ea-a5c08dd48389,0,24,1,0.9131500308724713
83d31a5f-b874-4466-aaa5-030f1c87d80b,1,12,1,0.9499272201716693
ab1f3950-aa26-409b-aed1-1f5c61beb658,0,31,2,0.8912367939517802
971f2baf-ae5b-4462-84d8-6122467f0474,3,43,2,0.7576794136677109
b37ddbe2-f8a7-456f-828b-e87dd3f3d769,2,39,1,0.12179332497873702
c8bb443b-8f15-483b-bd8f-beabc03a93a1,3,29,0,0.38345810452791684
a5d4fd33-6c64-4200-8448-4adc22fd149f,4,18,0,0.21604265640408743
5687ec12-eeaf-4c2b-914c-95b38984da23,4,48,0,0.23928274120613346
a1572295-7e94-49f7-a44d-e3ab41e21754,4,44,1,0.3618164686446028
452b5e9f-3edf-47a7-9a20-726492e7ca34,2,35,1,0.16726641146969734
77c5adda-6064-4c6a-947b-ae79cd0ae177,3,9,0,0.318728631091794
a3466162-8e6d-4c3a-b6ac-64e99f6415bb,4,21,2,0.9612809528852269
a62dd438-a60d-47a3-ba98-e5805895fa73,3,14,2,0.3807492207293762
21dba176-a693-444e-b494-3e4a4cc24309,1,47,0,0.24374176293162123
598f2eef-77d8-48d3-a6fc-a06d5dcb2ff2,4,20,1,0.7464701623778269
b2c243ff-4657-4379-9da1-29927ec3c32e,4,8,1,0.8456546350470248
9ff9f845-f72c-4d9c-ac5c-cd3890bd62bb,2,9,0,0.38263406463683514
dde4f3ea-d875-4240-ab9e-d2c7ea3495b5,3,46,2,0.3506475795205338
16453fba-4d14-4a91-81f7-eff3e9144747,2,45,0,0.31758359311453016
3791edfa-0443-4db1-97da-7a6d490883b3,2,24,0,0.45393511515973606
a9dd22a1-d948-4d9e-98bd-ba6f6d28dd66,3,10,0,0.17850858205500264
e9fc0202-7d49-4b8d-9d22-263085d9f93f,1,15,2,0.7022163039005856
d49a5ae3-f101-4cb0-84cb-922c7fa21491,3,21,0,0.840003692730813
d3a86d72-7db9-4b51-81f5-99f12084a50f,1,45,2,0.6973140517652962
6a521917-9606-4693-a893-18becc30a514,2,7,1,0.4790797209037436
e792f9e5-999b-4822-b1b6-888a191e08ee,1,20,2,0.36006602260981535
631d4e5c-f3c6-4f8c-87c7-3a81293493ea,1,40,2,0.46850154806041633
deb19227-6c71-40cc-b8f2-aacf8fbde1b9,1,30,0,0.48145373639852396
8d4846ff-015d-4396-9f57-bcf91f7f11d9,4,28,1,0.6994187456252564
c278eb6d-f46e-4d36-9f6a-c1d185331d9e,4,38,0,0.9352543200855084
8b0b4847-4a11-4357-86cb-8ccfabfff678,2,24,2,0.163527840503145
e24a930e-6608-427c-8027-50d012aca2b4,3,21,2,0.9580182335952598
2acc8f7b-d1b6-4d22-bb42-94fdcf8dabdf,1,24,0,0.919181155205831
0b9ea560-b1c2-44fd-8175-4fdb0b5dbbc6,4,20,1,0.20595907030859995
dc3520c4-818a-49f1-8c3c-3eb104959f13,3,8,2,0.26522652797680046
44905c1f-05df-4bdb-aff6-64cf290ad776,1,22,2,0.38043604130223063
f79553a3-2ed5-4aa4-9bec-1f1299bc918a,3,40,2,0.6036994368686727
d5ca2ac5-b5da-4784-ac80-c2a0af84cfd4,0,39,1,0.22102857647075197
60f0ab33-fbc3-43c4-961d-3bcf96051512,1,34,0,0.2803014579446983
74f684f1-8ef8-465c-bae6-4e00942b8026,3,22,1,0.9124077645457113
e290a8d9-f63a-4f85-9255-8a72279b88d0,1,25,1,0.1983705676938332
