Age,Gender,Grade_Level,Math_Grade,Science_Grade,English_Grade,History Grade,Geography Grade,Economics Grade,Art Grade,IT Grade,Standardized_Test_Score,Attendance_Rate,Study_Time_Hours,Assignment_Completion_Rate,Course_Enrollment,Class_Schedule,Extracurricular_Participation,Disciplinary_Incidents,Interactions_with_Peers,Participation_in_Events,Engagement_in_Extracurriculars,Student_Feedback_Score,Teacher_Feedback_Score,Parent_Feedback_Score,Average_Grade,Success,Predicted_At_Risk
20,0,3,94.02326916376968,91.49548107009332,84.9402124498935,77.72159906540644,76.367865751426,94.49617409172356,88.63400062107245,97.53460060761036,485.6334620575354,0.7518908573809225,19.61537899423833,0.990253226146202,2,1,1,4,44,1,0.8932404942743826,3.4350862738425505,4.039330211252889,3.091277444235884,88.15165035262442,1,1
20,0,1,94.6917680383921,78.17381692270621,65.25151888019298,84.71252778357146,81.76720463767815,94.17070770630124,90.47878978388614,64.54605045246734,373.6506728559465,0.9768619523463672,9.066424146198244,0.8431092895509609,7,0,0,2,11,2,0.1353681575091243,3.6237044232025024,3.511600812083884,3.686920753837593,81.72404802564944,1,1
22,1,3,88.3345190686014,85.20988877824632,72.38766844420756,90.79894472826405,81.73879479925452,60.89206819594574,70.51257098211767,88.19137173790907,552.8827211674027,0.8568357199154251,15.545429248069189,0.9124391020496788,0,1,0,2,38,2,0.6844667675497572,4.175482975890584,3.2624892847010845,3.1227638909337285,79.7582283418183,1,1
21,1,3,93.48053313454687,69.9353443497283,68.07179793009828,64.15837503649558,79.88615263531486,84.38020489797724,61.8091852368086,94.03223831869796,527.8637003401232,0.9146708906419216,18.927029785927356,0.7799458781445678,5,0,0,1,38,2,0.5297189235644124,4.712416668915134,4.417196169362656,3.2361675487373205,76.96922894245847,1,1
20,0,3,87.89885846677134,88.21843321133946,96.3530599086745,98.49461265818113,65.39143139669753,74.71328897283826,60.07490975676674,98.17514400883572,798.5814071397284,0.73307334600417,15.29430143925564,0.8128029101867226,5,0,0,2,34,2,0.2388806411208858,4.403448247015094,3.078178977816684,3.185647135522782,83.66496729751307,1,1
23,0,3,87.20563087041202,77.10405334813349,90.4160026914993,95.60882682218224,79.84301914002124,76.62644006001797,74.02597131816074,68.43877158846797,605.6043264077712,0.7807100646327733,15.216642479663893,0.7715816448930176,4,2,0,4,8,2,0.7689267164013341,4.086026209538135,4.809730303154115,3.3161910742371097,81.15858947986186,1,1
22,0,0,84.74445512860737,77.70182059258983,87.05593475640023,70.81394361982338,66.76415601682606,93.28162956875104,69.65856912796865,80.15716030896976,693.2224115972117,0.987555582454428,8.3565885362781,0.8811683992247872,0,0,1,0,45,0,0.4701761698654215,4.203756719120069,4.035547319741685,4.625841066713119,78.77220863999204,1,1
19,1,2,90.10866558230563,85.97289298307527,72.03865278526487,92.91040972129328,65.04543145183061,72.39359086110713,62.49270900196743,87.22219390577928,467.0073353788271,0.7798449840789193,13.026953004795397,0.940588405554751,2,2,1,1,34,1,0.5784237138130152,4.056522427456609,4.296460230378758,4.25514479327454,78.52306828657794,1,1
21,1,1,66.34420421172295,97.45122485875706,67.36179088200853,80.73295692159294,97.3058286936467,97.7219524255048,67.18113169974667,69.8987091800535,715.7726656713983,0.7889565161173437,13.437842654068705,0.8029454172898254,4,2,0,4,29,2,0.9705394597267974,4.94325502265926,3.506869598252533,4.013561820173036,80.49972485912915,1,1
23,0,2,95.23483036795712,62.56025386434484,90.25804351955648,78.47225926248075,84.19800052590817,67.18535305488562,64.9799559307179,84.01891453001096,607.5424832438417,0.7592792154523238,15.501943436839293,0.7923469834544903,1,1,1,2,18,2,0.5376070729226697,4.6321829045111205,3.3643860373785843,4.464515025490136,78.36345138198274,1,1
23,1,1,94.87374110980927,92.9897294938803,78.96631783516318,72.57736423245622,86.37960232498337,86.50889693472712,96.5951352246948,70.30315129991997,648.4961657992192,0.7387220995920488,19.95232174844274,0.7361145868393588,7,2,1,3,28,1,0.8410355790027785,4.562554430802297,3.487507242224028,4.922447552074951,84.89924230695426,1,1
19,0,0,61.169891321382366,71.69532441648772,69.03158208602517,83.2387434652637,76.07174681333456,86.88420268055059,65.61068853836676,73.3382808212659,447.2153889747272,0.7699772924361994,5.504657338156431,0.6708386777176335,0,2,1,3,47,2,0.7926197710071199,4.034657973727464,3.464585982008587,3.8353502905572014,73.3800575178346,0,0
21,0,0,93.03267002259052,77.75677818025511,84.664879126611,89.1955647081439,96.35923567659457,70.08780645711673,81.50593855950717,77.66074786043461,574.3191958477886,0.8926980675852395,5.978489919012302,0.9756990891500436,7,0,0,4,35,2,0.6964791323624191,3.6636189151390814,4.729003256586903,3.734823885170632,83.7829525739067,1,1
22,0,0,65.1547946989378,60.87653315100036,61.61335408553808,76.43731619851033,85.51721958318662,72.99002435868807,83.72423820448658,81.16760394986268,617.0184867068043,0.8366103200510691,6.169251041463781,0.726431887471802,2,1,0,0,43,1,0.9071309290153002,3.039028188675521,4.574678802924897,4.95554712800928,73.43513552877631,0,0
18,0,2,73.40475417036568,72.04184311337252,73.04681016513014,85.16876772033169,90.7667947809435,93.3919397031976,81.73957830834536,77.97463486500602,594.5473379082905,0.8661267509013696,16.144687017334352,0.920276585429714,7,1,1,3,32,0,0.3264414822434628,3.08686004871944,4.705473068248064,4.542660730720273,80.94189035333656,1,1
21,0,0,89.74033025166432,80.10524970520521,78.74227978364539,87.97251684621216,74.74249876110855,90.4722101981981,63.96225736863952,79.72782079151716,757.5968557122833,0.7367094486298073,7.045306926661363,0.8861388085149897,5,0,0,4,29,0,0.8386941083208969,3.06047585032489,4.469744087316796,4.554222452696034,80.6831454632738,1,1
19,0,1,66.43039584193232,62.24704309389756,65.91833336437624,88.44487268061144,98.40047523276502,73.16383521259039,72.75193447002205,71.9435502515317,749.1363322462768,0.94063493414887,14.33677811735518,0.9163670401112516,5,1,0,1,23,1,0.4400087395576083,4.96095353355545,4.287100722928843,4.199884590043975,74.91255501846585,0,0
23,1,0,92.71868096476248,79.6438291753266,99.38617910363358,62.078643925247206,92.8184516063326,81.35826187739735,62.05081329852613,66.35860376090523,785.4920289384353,0.9352284101739544,9.870033168401877,0.974707253348841,5,2,0,2,8,0,0.8312418010730992,3.2289646769357807,4.055749379461337,4.014016857922578,79.5516829640164,1,1
22,0,3,93.28536711830968,97.08442515433708,68.36389458358457,94.38991222740268,94.15793852058177,62.46721185012382,75.82679656385264,61.893999093073575,633.7140030034947,0.7064769733428026,11.859799343160663,0.8493483040883589,2,0,0,0,38,0,0.54440981609096,3.2842377059516163,3.5309636527598176,4.10118342049687,80.93369313890823,1,1
21,1,2,80.29870935043346,64.21572872431221,65.21412520173062,78.33013259060192,66.88777069703018,68.34983529594517,67.54395725086368,67.83914889966671,785.9570650628423,0.8150545283530914,8.234947397261209,0.9591801373528178,6,2,1,0,36,0,0.8719383276489122,3.9682999749162,4.410725915454232,4.304170101383423,69.834926001323,0,0
18,0,1,60.25543486867334,90.57762912302016,68.14139495547586,70.49664326784858,70.83852831484879,79.43282235441596,82.46530133137519,83.27774566023132,716.2390000159544,0.7206311805913443,17.99159841956813,0.6670789291649174,0,0,1,1,29,0,0.9053591839236876,3.9628023337863176,3.273168810437053,3.7536787010237846,75.68568748448614,1,1
18,1,2,71.48152532699652,76.3868421350397,90.76244532638896,69.67058029918726,71.42506398734308,63.43894941116847,87.71233575396403,91.4446179121253,435.41607016997966,0.9376317338244874,13.792254862445397,0.850685030382715,5,2,1,0,26,2,0.6378794881157039,4.839947534570138,4.022123087134242,4.564589529151591,77.79029501902667,1,1
20,0,3,84.67707673502969,86.20694858097352,77.02022637087371,79.32056451375801,70.83636892987485,93.7332941956775,81.28479440818826,66.76990389771578,513.7178347756485,0.9211809049377112,19.168448953733787,0.9089102451658452,0,0,1,4,32,1,0.5568642611481205,3.147065463345846,3.390549537011232,4.818441887185918,79.98114720401142,1,1
20,0,2,99.24744712109694,70.40946391940918,82.61663759010152,95.47326157875835,94.21632648417152,88.72024840430592,77.36946786445583,64.34221431090594,419.1962210945049,0.9705964282879468,13.618943745564945,0.7086564522976696,4,1,1,0,22,0,0.8049521289991007,4.914478330313397,4.009518609758917,4.142567372331414,84.04938340915066,1,1
24,0,2,85.27254108066674,66.37969050165434,60.84036627945443,75.13390326730588,61.27539180834368,97.7453468259398,75.4933368342677,89.97161442197,302.0985804152826,0.7709211876859343,6.8586204589542,0.8963015205167859,7,1,0,0,11,0,0.340287582861256,3.4327804766820176,3.58781482574871,3.762951245848586,76.51402387745031,1,1
19,1,2,70.39214324256639,66.41850457084905,61.37725234293258,89.98902987134173,63.04399955923097,87.73867623856108,93.66767072388016,72.20633322149159,394.02437657345433,0.8368887649383396,7.563056507577132,0.9113907316464948,6,1,0,0,15,1,0.1138138131240229,4.940307618609666,3.1069593390729726,4.391179569752199,75.6042012213567,1,1
21,0,0,85.36022812398446,62.81967782572578,77.83302199308065,63.87274923948874,70.95659482519615,97.61605489048742,68.77472260261081,98.0599775690941,302.03029314343786,0.7553463631493192,19.83610964551771,0.932475182406578,2,2,0,4,46,2,0.4663851244792926,4.082648197605232,4.00741802572796,3.3643291083611144,78.16162838370852,1,1
21,0,2,81.59941518863423,67.42586819604972,92.66620972806494,79.04226808604247,67.99491898597775,82.1805022276386,89.36873358115476,88.57271882441492,659.919230675245,0.8113704803422358,15.883477959963017,0.7251531650383731,6,1,1,2,15,0,0.5569967196070992,4.30402549186206,3.3636604173999047,4.9371452964562925,81.10632935224717,1,1
24,1,0,91.19381580604576,86.56877539955873,95.40955514830262,99.66744561570944,69.27438455531393,84.00874444247877,90.29929298960477,73.07024188972123,512.7671488605997,0.8566729754700652,5.739181250436345,0.8726426360673236,1,1,1,3,13,0,0.3675364474948809,3.6314575453212954,3.322310065138306,4.315974709295992,86.1865319808419,1,1
23,0,0,64.27922555307833,95.26762447374033,63.46826270382561,90.81751211169347,91.917727570132,99.07884218505043,76.76800029082938,71.58170991174819,456.2873635389291,0.7159992369515766,15.556715075519971,0.7217013133639049,5,1,1,0,39,2,0.4450256935639907,4.223647902199191,3.768731795355397,3.135137446172922,81.64736310001223,1,1
23,0,1,90.44111610008112,92.56502742364648,81.53452408404091,68.42113953762453,82.52506375568188,85.68516587457042,71.89202396902557,80.94793545085236,680.8604455475939,0.9144611232032156,11.182595702144177,0.8956161549993822,3,2,1,1,41,1,0.2197524096244851,4.421659559798796,3.723574315706727,4.059500143036895,81.7514995244404,1,1
24,1,2,81.65066314704441,87.40537239497937,96.52918745117084,80.05765894791642,60.23082645171872,61.23146275442986,78.82165944183902,63.16578673112838,716.2433873098225,0.8629880081113226,9.608125802347857,0.7851894660582849,1,0,0,1,27,0,0.3495609130310146,3.020740334584611,4.733915731224537,4.500681498517702,76.13657716502838,1,1
23,0,0,98.51968015435978,64.41727453644411,75.51891017591545,69.34499054594266,77.17291062816781,88.95211106522093,63.72855703570794,64.70706050581197,787.64976932494,0.948687705163202,7.310911905958014,0.839017749810888,7,2,1,4,37,0,0.3160858131231162,3.068456850363408,4.129274045787417,3.5556918501564776,75.29518683094634,1,1
20,1,2,73.67488664154745,71.567497851838,93.18263325713474,76.38243709050037,76.31539707401436,96.21874768549662,61.8372012891636,67.0343152526477,621.0067923376206,0.7815341503573592,17.598559318348485,0.7663359925722275,1,2,0,2,5,1,0.3708881684440931,4.972954023876598,4.7091348562695,3.1019790805945804,77.02663951779286,1,1
21,0,2,85.30487572535793,72.39227501289876,65.34782617597745,91.2033609493986,64.55781077778174,91.82320999177308,64.46412797807567,90.9889437321824,530.7644792700258,0.9709963315807764,5.957620684836511,0.6647931707719297,2,0,0,0,24,2,0.3691486994865872,3.915114209785631,3.293671308284152,3.97832487579988,78.2603037929307,1,1
24,0,0,97.2811242204007,69.99827785590485,97.41577958671196,90.84899261161615,87.04567154405828,83.3533309050169,67.48580125848905,80.5542943707649,452.63215080371793,0.9996082759091328,9.347531935694604,0.6712118118421454,4,2,1,4,9,1,0.6030715339428521,4.87163505087311,3.714620540111288,4.667248886930624,84.24790904412033,1,1
21,1,3,64.10038911962717,80.60022638838893,90.05693270125211,69.1240151160954,88.08388753517964,86.85214052374064,80.16707281352171,60.42268491097772,411.15910460711314,0.9757895315133024,9.595743407385566,0.6310275629048537,0,1,0,3,33,0,0.3255372461764654,4.459795233633337,4.110659235207099,3.503068744782756,77.42591863859792,1,1
18,0,0,97.48913948945804,81.4221525951869,97.65337571147606,96.8889327261944,88.8357287620839,99.60767157006688,93.96546544644488,86.94066109888436,406.4629752413006,0.9333677427499464,7.413579259452505,0.8472290718886647,3,1,1,2,30,2,0.9468651370058996,3.7459366159347702,3.306256138819895,4.434026227542216,92.85039092497442,1,1
20,0,0,87.51542889203253,74.27543900684441,87.06468934210025,83.70272731059308,89.13883782234367,63.626483540373535,69.42569327998748,76.94760714641988,504.59468735989935,0.9437106408621342,12.622773249303057,0.9394553591812236,2,0,1,2,42,2,0.5601473473270014,3.30168400931706,3.256114132649611,3.815581365496469,78.96211329258686,1,1
22,0,2,62.71348236420688,74.15156634945744,74.53615727997708,75.19697163848058,60.002113077291874,86.68979314532959,97.40648042987112,80.43409459855192,795.8931776439649,0.8721232727633759,5.175539402163389,0.6083347305048323,2,1,1,4,7,2,0.2160694057687907,4.956303466100424,4.322803196423954,3.119264116276419,76.39133236039582,1,1
20,1,2,72.03854267787266,93.14222391624324,97.5272469009889,80.07742323123443,98.15683215386888,71.33590778282375,98.19631635740014,68.56464973651742,300.42684871870165,0.7570461588737831,9.514632731156135,0.6264958008353414,4,0,0,1,25,1,0.3516456434718555,4.168992514196774,4.307667941606404,3.607926099619859,84.87989284461867,1,1
24,1,1,88.32688354581126,91.57171393278742,71.02267105236714,84.20285013750976,92.56835068218652,85.6036158634468,98.35618419380822,82.07128913576415,398.6029486155004,0.9031122055443151,19.00444166049596,0.7829867969211641,5,2,0,2,17,1,0.7567817465220886,3.384713246737,3.468317328171877,3.627804810536493,86.71544481796015,1,1
22,0,2,62.69402405875087,72.31183326722983,73.2869008824693,82.39562127383141,96.15926786357142,84.30494303535755,93.50250938705295,99.16612959005954,394.1964912017869,0.9138259006179794,9.657943540130086,0.8950882944672758,1,2,1,1,35,1,0.1122931345426547,4.363305960589494,3.454247110877815,4.809328584227626,82.97765366979036,1,1
18,1,0,83.28681840705093,96.55153775493037,88.03233672006961,79.45620142144713,60.62573181229737,66.13827328432649,74.55300163190883,62.93778764023046,658.5597427661462,0.9956155420803716,10.406890806601275,0.6630830578847805,3,0,0,2,21,0,0.944036187577256,3.184097019660676,4.490891558660167,4.963496324208871,76.44771108403265,1,1
24,0,2,73.83532227811827,98.11260068010024,90.61265198101545,80.197312163576,97.35435183142955,68.26986582960957,62.90735644010492,71.35669598657722,476.2423637990309,0.8623903948768965,12.097475723511074,0.7086605278196776,4,0,1,2,39,1,0.5006592295532255,4.736074559480319,3.2339756788371905,3.4195355926155706,80.33076964881639,1,1
19,1,2,84.83662071069908,73.06970168120164,97.17613935396616,67.05647641711545,92.39154114752418,84.86518312172853,82.75274927065979,69.71990371443319,528.6304022959102,0.7814107045075169,13.425400622772122,0.6928024805127229,4,2,1,2,27,2,0.5689711206558971,3.180274694510678,4.846526993353313,3.861025692007579,81.483539427166,1,1
21,1,3,61.82968135250052,74.1769979517222,68.19209636224838,92.50931617218716,93.48876571834792,65.12919789215097,82.34725775748934,69.94197243004719,374.31206523495246,0.905101756521852,17.13062967231116,0.7596204874684617,7,1,0,3,7,0,0.9895710122555752,3.472388716582338,4.887477042081021,4.953406908001671,75.95191070458671,1,1
18,1,3,94.86147224609503,80.22536613687835,91.91992140876896,81.67041279764061,63.73149538887874,70.60723500521291,93.99903068438384,75.14825430261509,502.49851943847386,0.9938127458999364,7.854818347340265,0.6899994708070285,6,1,1,1,49,0,0.5530627773993985,3.1828616108547507,4.7419846463384925,3.814536320114419,81.52039849630918,1,1
21,1,1,98.93955876709587,97.64483250134694,89.54184213587854,65.24319446818812,89.5511211567439,93.4098219095201,99.8396420378442,92.72439138976672,351.599905952918,0.7531641724807282,18.07619565788836,0.7410394714179012,5,1,1,3,6,0,0.9529695950157752,3.207574433698932,3.421354598053118,3.698342196062717,90.86180054579806,1,1
23,1,3,98.75511421142768,95.05277732569246,62.55178225014392,90.64628406331111,98.39666758568364,73.08366024006554,80.3262922624059,96.5143475985755,566.5216439442916,0.7977993755606808,16.36324035715834,0.8914170394647776,0,2,1,1,7,2,0.9237080042138388,4.047668307318365,3.0336034995477257,3.21976302496538,86.91586569216321,1,1
19,1,1,89.986073269717,64.1027185033436,75.48892564840828,97.29775913509404,87.14189365672642,79.52240625078652,73.80816124159136,68.08860349835894,348.969182691428,0.8625642861318044,15.839755019923327,0.8444036993816757,1,2,1,3,24,1,0.9471839757995916,4.373979605118785,4.87338168365046,4.506569002490599,79.42956765050327,1,1
19,0,1,65.20344960522527,75.70922973085665,71.31061828240394,97.89227596947848,82.82245618498426,97.6456134058336,67.43606846225067,81.71799751792452,695.2541905865781,0.7510643904646014,6.302068605719528,0.6324726821566772,4,2,1,3,48,2,0.8311357517431275,4.576963566691907,3.687943654707023,3.8940111173527354,79.96721364486967,1,1
18,0,1,90.3305278371609,82.13484758999087,72.17961697416122,74.7607092964469,97.82518710995988,69.08596355347785,60.19199299269483,85.47595888661921,583.3008587702448,0.7066661918559815,5.32461034961877,0.8550982664982871,6,1,0,3,13,1,0.3667582761019581,4.390110579204187,3.620820529976692,4.277325904134805,78.99810053006397,1,1
19,0,0,60.98347665835206,80.1252989020616,99.31787518218805,65.42067494243017,77.71748486937744,75.58504069432041,80.36454769955517,80.8730989745538,661.9839368867584,0.8010949367323752,13.91019051362126,0.7908308686236853,1,0,0,4,8,0,0.4117442354073833,3.7269796240721416,3.5233551603142987,4.019713545290037,77.54843724035486,1,1
22,1,0,60.88494206115989,67.75452271747571,85.71109653919711,80.73598506532261,83.97174265241915,84.25831102174183,82.22074666810383,77.36305576787679,509.25819332634194,0.9596112404503174,17.94700943784742,0.9738262298828556,4,1,1,3,29,0,0.4284856613625768,4.114575574094106,3.48907234609778,3.3490742771900432,77.86255031166212,1,1
19,1,3,72.94440876598165,94.35267084672618,88.70704631173999,64.50436917396883,79.05353173977466,90.21355718015889,92.9975391926959,67.67902023436952,490.7456466211137,0.7130405197971144,13.76662196210954,0.7157217268416213,2,2,1,2,5,2,0.9812627556509756,4.8553281488564615,4.469106580883313,3.3527395912995828,81.30651793067695,1,1
21,0,2,79.54572761618664,87.07763131987349,99.06470549260035,97.35949674050468,97.31384885441196,96.0661354685082,80.18307871571203,79.52877436796953,349.1044445244318,0.8286787177050752,8.198522981682963,0.8904665678796639,7,0,0,0,43,1,0.4246799535749338,3.7751532315081113,4.815787256974852,4.879512650650261,89.51742482197085,1,1
21,1,1,90.81629671231173,93.51633499407214,75.08807129830555,67.34318509420584,63.04338907062029,96.6189195029406,96.65873394664226,76.04859310845316,561.9278035214113,0.9286602318778248,6.357798469238198,0.8923443292178279,6,1,0,3,16,0,0.1978203782965424,3.504808738056248,4.572112731870449,4.779038292338494,82.39169046594392,1,1
24,0,2,87.33181506426021,94.35057117397888,92.07360673811225,70.11063439804656,80.04478803301393,91.06560297490492,85.12333906285741,91.82253450009078,557.2510824285459,0.9859547790732656,15.493946792266025,0.6886003124036749,7,1,1,0,44,2,0.8004960051716364,4.038638711121841,4.348215931916681,4.221268009978379,86.49036149315812,1,1
21,1,3,77.83610825506993,89.93423414662959,77.38123853217982,76.26546107539882,87.47809765541753,69.13323346373241,93.61344952884332,90.5441743665198,534.0510222248026,0.9956426197013296,15.826554159767143,0.9612894499883744,2,0,0,0,44,2,0.4294569624238473,3.594670423684196,3.5755151256228603,3.00248850540697,82.7732496279739,1,1
24,0,2,70.94506665126664,77.56842404998869,94.7813468725992,75.32657874236503,91.67626153688948,60.99237320170264,65.93206939230988,65.35994724822683,670.2591823412247,0.8265908141826225,7.58797551030663,0.7964732801718413,2,0,1,2,28,1,0.6588423205532591,3.523634103923752,4.093926950588874,3.866591281584464,75.32275846191855,1,1
21,0,1,99.88498000630844,84.42187020061698,67.22630165245212,91.78651569591555,83.32074589776545,75.35095721422495,94.21344521209258,63.54076210252271,716.2522000161773,0.9851152883137352,5.4228547324480445,0.8715533467557209,6,1,0,0,13,1,0.9319243710375704,4.557606602506526,3.473934345249874,4.060856010450285,82.46819724773735,1,1
22,0,3,77.04725208943891,66.41461624478973,97.90744708257118,78.25267282203849,96.35670976485817,65.66195403951293,87.00575417775394,96.32615772910012,675.394837474254,0.7106256919842591,11.124252698347956,0.6583422235534018,1,1,1,0,24,1,0.6179550191002399,4.781671714795071,3.223014208413915,3.898875614810062,83.12157049375794,1,1
24,0,0,78.05548097318702,86.94581669899631,68.75086833643519,66.83073040013348,97.67965787535488,88.41550589753192,66.80932129753322,81.42033555857991,371.9328714034219,0.9237750813995668,13.740780531995332,0.7031215667967877,3,2,1,0,9,0,0.6739301605220992,4.004633365497903,3.240585924801056,4.8508988931880825,79.36346462971899,1,1
20,1,2,66.54495284766676,67.17013022957123,73.04882027923726,70.68839581944296,62.57276892774334,86.44522347302868,67.59054232584043,94.31203749130364,611.0297546410541,0.8928238103900838,15.590036143507868,0.8344428471748891,0,2,1,1,24,2,0.6785763080186225,4.5595657639347165,4.207538210476332,3.081731682917097,73.54660892422929,0,0
23,1,0,91.79238194999718,87.75798362040626,90.24768936427122,80.36453540750088,76.09482158165497,61.75886566485819,97.06002476176886,62.32604482265605,340.1615528447667,0.7748565572758457,17.14917513729354,0.7276109073493398,7,2,1,3,25,1,0.6511592671826637,3.3741788523944827,3.076959317553615,4.309857013205633,80.9252933966392,1,1
18,0,2,87.74728903125954,69.18392643015875,75.75020566261627,65.8981566970454,60.938360868846175,93.46375116523804,61.28861441801492,81.06062466086522,647.3111437202383,0.8521955502038947,14.158061409600984,0.7998771674283893,0,2,0,3,6,2,0.2437924397328587,4.095286026071696,4.946508991607235,3.627672797305162,74.41636611675554,0,0
21,1,1,68.83078451155042,64.7020520060088,84.32845507065787,84.46622702584057,73.17666629497772,69.94973065164729,78.50139773182825,81.57706058304946,490.9195482805633,0.7388661213281487,6.663209128977275,0.7496020797493157,0,1,0,0,25,0,0.5107738732738799,4.272399885411332,4.990932926993049,4.118954111597318,75.69154673444505,1,1
19,1,2,63.295241824633706,66.6113796057183,77.78294004277714,82.62989226204584,81.47472871882408,77.28908301964168,72.53901159736407,94.428081301686,366.24947813314327,0.9614791452854684,15.238725082136222,0.8562215186576192,3,1,0,2,46,0,0.1068976179793526,3.981328335633544,3.2988493824988616,4.311834686982046,77.00629479658635,1,1
21,1,1,87.21997208298852,60.07968540876281,89.69479748359127,88.58809265529031,96.43179722039795,86.7173494182297,86.60309759993712,63.9043999291883,731.0254284880639,0.8073694256636943,19.76264964342323,0.7948581451123236,1,1,0,1,28,1,0.6636383236677998,3.2337604326963927,3.854604819396141,3.881642630123204,82.40489897479824,1,1
19,1,3,86.1804485712454,88.7495847141412,69.13325009474443,97.50818461517471,93.86217289861612,77.17675147409014,93.58517550275968,69.61782254703637,607.0041695194686,0.8878133411397149,18.583768768961058,0.6018439743892673,3,1,1,2,13,0,0.617822465523615,4.468200463638155,4.536152037110964,3.296748767876471,84.47667380222599,1,1
23,1,0,70.93038107992837,89.29604196233517,62.33831948947508,96.49018244404624,65.09998906687943,77.65151211199773,74.41512486226279,76.26153255548053,477.3624839737637,0.7476328858861786,18.07503363904269,0.8598723351781536,1,0,1,2,43,2,0.386323497316739,4.678156354378999,4.910133653905064,4.038076259376804,76.56038544655067,1,1
