Student_ID,Age,Gender,Grade_Level
6fc0de0c-419e-4cee-ad4b-bd83b22c386e,18,Male,Senior
413afc85-53ff-40d2-8cbc-e4d025fd73b8,20,Female,Sophomore
c6dda2a7-33d4-453c-afec-a0b06052bd51,20,Female,Senior
ae0ed686-7a61-4967-b9ce-9d98368993c8,24,Female,Senior
219137df-7375-409a-8bca-e1c0634dbe5b,19,Male,Senior
32383bf1-7679-4257-960e-531b5379dc39,21,Female,Freshman
acb99f5d-9bd5-4d8c-b9e7-05dcbc66e756,21,Female,Senior
b6e0e803-4bc9-4557-b0ea-f71e7364a5db,24,Male,Freshman
1ebfb799-b874-436f-a9f2-8b52ac063cac,23,Female,Freshman
5d080638-87ed-4ed0-a088-6d6a57d7518e,23,Female,Junior
0601316c-1b5b-4f9b-8d7f-883089b3bf4f,24,Male,Senior
dd05739d-5f6e-4c47-8d3f-ff9ffacf6b77,23,Female,Freshman
05e01532-0d06-446e-871e-fd63591df4c1,20,Male,Senior
5a552d3f-9c40-4841-8793-4dac5544e6d9,21,Female,Senior
64d3d368-1c54-4b12-b915-d52d166909e6,24,Female,Freshman
45e2e0b0-6516-48c0-a162-dc9caccc6721,21,Male,Sophomore
a4357bb9-1830-480e-97a9-5f7bb74abd74,18,Female,Freshman
a208e6be-9a41-46c0-8cdb-54b64976f42d,20,Female,Freshman
db53d3be-8bee-4ff3-8e12-797bd37ed560,22,Female,Senior
65960e6f-62df-4483-8b73-ca26a1efcf76,20,Male,Senior
f7d92613-6a8a-4b6f-b0cf-9726faa5a272,24,Male,Junior
9758c11e-c9f8-430f-8e73-c1549cbe3ed8,22,Female,Senior
f451a3c5-bfee-4650-8af5-7f086bb64d0c,18,Male,Freshman
f46033e0-e6e6-44ce-86de-1b8cbf9ae6df,24,Female,Senior
3afb3d09-85c4-4479-9220-420db4377ab5,19,Male,Senior
176d401b-3d1b-468d-aea1-40fbea9a9b4c,21,Male,Sophomore
b16601a0-db99-4287-b02b-0d3c3d204daf,18,Male,Sophomore
3414babc-4202-409e-8598-2f910eeaae8f,21,Male,Junior
8d3599c6-475c-42c1-8a93-e8bfbadae9d1,23,Male,Sophomore
8aecc952-43a7-4388-99fa-5b3bdd82caa4,19,Male,Junior
327b906d-bc6e-47d8-a54b-b452c3f3eb15,19,Female,Junior
90e31aee-fa99-4820-b7f9-38e8cf4817e8,18,Female,Junior
7be0fa6f-84ee-49c2-9645-686b17ed0443,19,Female,Freshman
4aee9db2-1bda-40eb-928e-147be707380d,22,Male,Freshman
f826c34c-87c5-4d6a-9b6b-67730cf557dd,19,Male,Sophomore
e1e54ded-edff-485b-814f-dcb1630ce9cc,21,Female,Senior
023d1f73-1601-46b4-9d61-5ef015a7df86,21,Male,Junior
f5f9f548-7ab8-42c6-bd35-4353da6875c5,24,Female,Senior
797f380d-9a13-401a-b7c1-21c2c006954b,21,Male,Sophomore
c7ca20f2-bdb8-4c86-84cb-da719080c920,24,Female,Senior
ba2e5060-3f70-48eb-9111-476c5b9fb827,21,Female,Junior
f12b27e6-459d-4990-82d3-756003cff481,22,Female,Sophomore
04486d5f-fd28-4dd0-abd1-bb3d7a0ffe16,24,Female,Freshman
e803198c-593d-4354-98c4-0b85797c83b3,20,Male,Senior
ee530190-1789-4311-8670-d4a3e6e16d33,23,Male,Freshman
044cfd41-3690-4f8f-a486-27aa83a936bc,18,Female,Senior
b236a90f-a67a-4e5b-aba1-81b4ed7c17da,21,Male,Junior
c32776d9-36b8-415d-88ff-beb65fee8f3f,19,Male,Senior
eece0f61-468d-4c0f-a0bf-8ea7468bf10b,21,Male,Junior
557c6e42-c995-4a4e-beb7-5b8ddeaeff4f,19,Male,Sophomore
7ce545a7-84d1-4b60-9deb-e0a9fafcbb86,23,Male,Freshman
2c0df9b9-96e3-447e-ad82-154005264f3d,23,Female,Senior
d29f775b-fe30-4f8f-805b-42dd875ff612,23,Female,Junior
fbf7109c-26d2-4de9-88fc-f7bca48a7264,19,Female,Sophomore
ecb60043-9640-42e6-ae22-fc84868979f8,21,Male,Junior
a9840975-f1dd-4ae0-a9eb-4b42a39e0f42,23,Female,Junior
5cfcdd9e-5e66-47ae-9837-061e0fa2510d,22,Male,Sophomore
5c307119-61fa-4077-bb83-17aec58a583d,24,Male,Sophomore
76e214b7-dabc-454e-aac2-ae6abc3f60bf,19,Male,Freshman
bdb80017-0fc4-40b2-a787-99c60febf39f,19,Male,Freshman
b4225e4a-047f-40f6-8974-5ebe0e21acf8,21,Male,Freshman
b18a839a-ea7a-4dbb-9eb6-12c90b383036,19,Male,Sophomore
3ce3e499-00c7-4b57-bc55-9472af66d08b,19,Female,Sophomore
8d37cc3a-375e-41b6-b4c3-efb10df78ff7,23,Male,Sophomore
8293ff5f-df6e-458e-bbcc-b1b6aafd8d5d,21,Female,Sophomore
b3d19165-a81b-4a1d-b44b-9cf277915521,23,Male,Senior
8f7b6f0e-8531-460a-ba16-d9e1caf6f485,24,Male,Junior
76cae5bc-a2e6-4b54-8a1b-6f3fe19d9cb8,24,Female,Freshman
59f6f018-21cb-41e2-9fc3-66e52a8866e3,23,Male,Senior
587a1672-1f26-4840-9209-bea9f8295516,24,Female,Junior
b236f078-3e28-45bb-a7a8-69303bb80f6a,21,Male,Senior
3b3b85b5-2f2a-43f2-8c01-023ba9a40f00,18,Male,Freshman
3fc96c8c-f4f3-4498-81e8-3f333da0ef3e,23,Female,Junior
bf4ebaa2-ae42-4408-973a-abbaba5ec031,22,Female,Sophomore
f545ef16-9b7f-4a36-ae5c-aee655d9dd78,22,Female,Sophomore
770edb33-32b8-4d39-9623-36a1b21edc8b,19,Female,Sophomore
972bdc2d-4320-4925-a63b-f96303c47f44,24,Female,Junior
125a0b01-f326-4546-8838-c6e5901cb50b,22,Male,Junior
f3e364eb-7e56-4d7f-bb7d-0a2d38a86ca3,19,Male,Freshman
30d4d289-2b4e-46d5-823a-c4ebb27fdf4a,18,Female,Freshman
722078ca-3deb-4ff1-8e52-371cdf0ad503,21,Female,Freshman
ea239657-828d-4ba2-9716-854bf112b159,21,Male,Junior
36c33221-39b0-4a21-a664-ad0359455d8e,21,Male,Junior
a057033e-fe2e-4e59-a690-06dc3ac59606,22,Male,Freshman
5a3725f3-cb7e-460e-9a35-235c13dd9360,18,Female,Senior
97911325-069c-4a9e-bf5b-1172114b3ac2,22,Male,Junior
945d3b38-3c2e-4ff2-9494-f564faad3e81,24,Male,Junior
00299612-72f2-4d44-b62b-8df141a6e83a,22,Male,Sophomore
4dc7855a-8e97-4562-ae72-b4c437ddaadb,18,Female,Sophomore
e5bc7048-75d8-4879-8ea5-cba90d017ea7,18,Male,Senior
ffcb3031-e107-4747-b9a1-0ca2e50e1faf,24,Male,Sophomore
bb116cfe-eecf-4291-9784-c03480431935,18,Male,Sophomore
21572b58-9621-46ab-9365-929a4ebee53d,18,Female,Junior
1529e206-4851-46f7-bcb0-84efc7fca880,21,Female,Freshman
e639fb67-8dfb-46bc-af82-69fe38c35c7d,24,Female,Junior
1ccd2863-dabe-49fb-bf20-5ef18094d3a8,20,Female,Senior
be5524a0-dddb-49da-a102-2eb323cd91e1,20,Male,Sophomore
603d51e2-c81b-4027-be29-46e247ffa097,18,Male,Junior
cc0cbb3d-4055-4e8c-9a6b-5d55f3fa435b,20,Female,Junior
29eba940-a40c-4040-8b02-9944c534b8f2,20,Male,Senior
9c548852-5588-444c-b585-0c7d19b5e04f,18,Male,Senior
9205ef25-2982-43cb-87dd-d635460cc749,20,Female,Senior
a522c132-a5cb-437c-826c-39510551de61,22,Female,Freshman
feba7655-cb5a-4bcd-aa62-99a86d313754,19,Male,Freshman
230ac1f2-dc02-4c22-b591-2babeba4ff13,24,Male,Junior
c9aaf689-3397-4d2c-b17f-69a490c49511,19,Male,Freshman
ef707694-3e99-4cd6-8945-93a5be710bc4,18,Male,Freshman
ecb0b183-aeea-49ad-932e-245bc8968648,21,Male,Sophomore
633500bb-00c4-4bd1-90ee-356cd3dd5404,24,Male,Junior
1d002107-151e-4ded-be7c-71075a0ba72a,18,Male,Freshman
919a3b73-993d-45bd-8492-5b84c0d2c348,21,Male,Junior
d709e13a-cb7f-43f8-81f2-6a6b5969a16c,19,Female,Senior
5fe56828-8301-4374-bd3b-cb086300f8d0,18,Male,Sophomore
8f8a6724-8504-43b6-8463-2b76221e0123,24,Female,Junior
67981a45-f2b1-4076-963c-8eeefd9cc0d2,24,Male,Sophomore
8eef4e5b-f18f-450a-ac2f-582e774254e9,23,Male,Senior
495c8993-910e-4d4f-8d38-747a32fba49f,22,Male,Freshman
651a6ed0-8f56-41f0-ab83-b2422483b93f,20,Male,Sophomore
5544fc2d-158d-43c8-8550-f74c0d26b4b8,21,Female,Senior
e81dbef7-f42e-4a2b-99a4-c09599f3dfa3,23,Female,Junior
309e2bca-bbb7-4c1e-81b5-b0dac146ef7e,20,Female,Junior
8ad37566-79c8-4cec-89c8-4047fbad29c4,20,Male,Sophomore
d4fe364c-4756-40a8-be64-e8f999f18e6c,18,Male,Freshman
a9a6229b-f86a-4804-9dd9-cc54e526bf3c,20,Female,Junior
a38dedde-f7cc-464b-9762-d90b3da3eec3,22,Female,Senior
8899a506-09d1-46dc-89a0-d7accdb9a7b2,24,Female,Senior
18394d47-1f23-4d50-bd39-412fd092effa,23,Male,Sophomore
258e1557-be0a-4931-a95f-3633336e55bb,20,Male,Freshman
c76ed6b9-0409-42e7-8e25-0f5fc5b83f99,18,Female,Sophomore
85b43781-adaf-4e8a-b7fc-3cca800fbdec,22,Female,Senior
ed36b3f1-9910-4390-a26a-66403507472d,19,Female,Freshman
b37ec6dd-451a-49e8-bef7-a0eef71ed618,24,Female,Sophomore
9920884a-c76d-45e4-980a-186c66f115ce,24,Female,Junior
77312b32-f0ee-4c62-aa44-2677613b2eea,23,Male,Sophomore
240a53b6-3fa8-42cb-9ecb-8f9bef9cb083,24,Female,Sophomore
97ba6d50-f850-46d7-9fa7-09fc7b245230,20,Male,Sophomore
b93c163e-5d17-4c84-9c59-b19f50d88056,18,Female,Freshman
749991d8-d78a-41a1-88df-047bb4996d46,24,Male,Senior
ca001f4e-6461-4ffa-b9c5-bcc8e4c70795,24,Female,Sophomore
19199ea6-56ca-4dec-bef6-5f6c4ae88cf5,19,Male,Senior
fff3d189-b1f6-4fad-b4a7-ce0975fdba28,19,Male,Sophomore
4f9830b3-122c-4c1d-8df1-4fea98dc95d1,21,Male,Sophomore
38c6d7f6-f42f-4379-9e15-393bbadfa78a,22,Male,Senior
30fc941b-dae2-429c-838a-3710fbc6fc39,20,Female,Junior
a0d3c7bc-7ee3-4d22-9318-952c21eeba7b,24,Female,Junior
85591fb2-0faf-4ae6-aeb2-2ba5fc193f8b,24,Female,Junior
1bb301a8-f773-4560-85e3-17df5ce95877,18,Female,Junior
094b5cc0-bf7a-40e9-829a-c51a1822bc39,21,Male,Junior
f9e9c78d-223d-4a0f-a515-270d377e215a,22,Female,Freshman
0c7a299d-1f26-42c2-9a60-b4d2dbf5357b,21,Male,Freshman
637e6912-2d9e-4f2d-800d-6fec127b3b2a,23,Male,Senior
927d9b45-ee82-4701-b1c7-ccb3ab4c064a,22,Female,Junior
5ebb314b-6be8-4e49-b1ad-10141bdb9e64,24,Male,Senior
b10aff08-4741-4515-8bcd-04f2f200a3be,24,Female,Senior
8a6946c1-d81c-4404-b38f-c915901d09d3,22,Female,Junior
43038a4d-d281-499a-9daa-5a8b1ac1f28b,24,Female,Sophomore
db307c4d-a30e-4407-a1fe-027103bca90a,20,Male,Junior
c69cc48f-4084-4c8a-bcde-554f59863942,22,Male,Junior
eae8e773-fcd8-4c53-8f72-06d3bfc6301f,21,Male,Senior
568fcaff-ca8e-451b-8b29-43b2e8d4ef83,22,Male,Senior
df4b0f9b-ae8b-440d-8434-babcffec549b,24,Male,Senior
7d8b2eec-61dc-4271-9f0c-234524adfde1,20,Female,Junior
39a13631-e51d-4e14-b7f4-c881e52fb822,20,Male,Senior
2e3cfd74-3bcb-48ee-8dcb-2fd99c8bba44,23,Male,Sophomore
74f2e332-6e02-44b4-86be-6981e8a9cee4,21,Female,Freshman
7f280833-64fd-4574-88f7-83c1b7ba6e1d,19,Male,Junior
8414099b-b5ae-4f13-92b7-e4a81daf38cd,19,Female,Sophomore
4039a2b2-0baa-4fd8-b59a-8b13268b816a,22,Female,Sophomore
37a2f43c-b426-461d-8baa-d4d348fe3f7a,23,Female,Senior
f72daf51-6122-4785-9690-58b13effa094,18,Male,Junior
6fa4c6d5-b35c-483f-b1f2-ac01d3447e42,22,Female,Senior
ea361267-b2e9-47fd-b39b-79bedc0ce700,23,Male,Junior
e9632808-e14f-44a0-8062-a3b91e5228f0,21,Female,Senior
097e5a16-34f0-49af-a4ad-31463bf5b209,21,Male,Sophomore
f77818e9-15d4-4d9f-b523-c9e9dcea4a6e,21,Female,Senior
4778e7e5-054f-432a-aa7d-372ee6b0d200,21,Female,Sophomore
4d694807-b8da-4e74-a8fa-34b82fe39887,21,Male,Sophomore
67ce7d6c-283a-4f87-b16f-d250b10c7590,23,Female,Senior
f09a9cea-39fd-4285-91cd-12f858858f8e,23,Male,Senior
670e8d23-d867-4b5f-a855-ed5a304237e4,20,Female,Sophomore
c3a12c7f-a6a1-4008-bc17-8ed694f8cc1e,19,Female,Senior
5950ba3b-9713-4219-ad34-e199f7742067,24,Male,Sophomore
52c721fc-f584-40fd-8ca2-a0b9b7701503,21,Female,Junior
46ea52a9-b837-42d8-adf7-446a1e05b612,18,Female,Junior
48f21329-c2c1-4448-9056-9be4f2f0f115,24,Female,Junior
d96c1e00-7702-4716-aaed-1de7f3c4928c,23,Female,Freshman
f378bd66-514f-4006-ab4a-939272f3bb09,18,Female,Senior
5ed410b6-de27-4097-8eb2-a9f239446ac9,18,Male,Senior
575c3d0a-ea44-4251-92f3-7c2e36248dee,18,Male,Junior
be698b4e-f172-40d3-9915-bc34396ec910,20,Male,Junior
5cec5051-b989-477e-a852-f8c064de380c,23,Male,Senior
c6bb5ca9-6dd5-4e0b-9459-7dec5831a59d,18,Male,Freshman
14a9c525-2b93-40a4-814d-ac0afdaa28e2,21,Male,Junior
b4726f59-44b7-40c7-82ee-1007a303e88f,22,Male,Freshman
af22f6a5-a375-46c3-a3d9-bf334e718f49,18,Male,Freshman
f1b54542-67f2-49fb-ad02-111f42d5f224,20,Male,Senior
0f71977b-3d63-4544-a91f-8c42eb66bb9c,24,Female,Senior
684e5cff-f5dd-47d4-adf8-2c5cc9631e92,23,Female,Sophomore
13ed6f79-f120-4d32-9563-b54a018e0118,20,Female,Senior
2159b552-8fe1-4fb0-8672-6cea00dfa01a,18,Female,Freshman
aa7f0634-9c5e-4331-997a-05c30ddf0bda,23,Female,Freshman
c48426ae-6483-4c01-8e5c-65916e2e68ad,22,Male,Junior
0112e722-d305-4d2d-9ebc-5149c5da4c98,18,Female,Junior
32f74e98-edbc-4b23-8dde-943b4c1ecba4,20,Female,Senior
90a255df-bdd0-4f0f-ad27-cba858cadd83,19,Female,Sophomore
90bf0975-c6cf-45c3-8185-0e3445d6b52d,21,Male,Freshman
36e0dd7f-19f0-4179-8849-df3392d6e49f,24,Female,Senior
2fe5488b-c7a3-40b1-9426-a820e5d194c2,20,Female,Senior
8ad2134c-eb00-4cad-b36d-f5f2be85b38f,23,Male,Junior
918dd6b9-4f45-4f0d-b70c-ee1e1c1cfc30,18,Female,Junior
b873595a-1805-4435-9aab-191daf6d275c,21,Female,Senior
91a1e061-71ae-4cba-9f00-c6019c79e33d,18,Female,Junior
55befde5-7d67-48c4-ae6f-637a42f234dd,23,Male,Sophomore
213fecb4-11b2-4dee-afe6-56304a6b08fa,18,Male,Senior
7e9ac13a-b3a9-49cc-82ca-1da9c06b048f,19,Male,Senior
3075875a-5622-43bd-804a-ba16a7d73860,21,Female,Senior
d5d3ae21-fa4e-48ee-94a6-876c57e95233,21,Female,Freshman
13e0d91b-f110-4ff1-b93f-3332aaeef2b8,23,Male,Freshman
1c91b5c1-9868-4a04-9b54-f0e0a5ca44ce,24,Male,Freshman
e8a50c3e-cbd5-40d7-9a9f-62cd699af353,19,Female,Sophomore
60cd8c96-7b3c-4e40-81c9-f2045281c3a0,20,Female,Freshman
a8e2d39e-4414-4583-8f44-3561fa03e65e,18,Female,Senior
7d2ce742-1bac-4633-943c-b367e84da95d,22,Female,Junior
20c58699-378a-48fb-b6eb-ea3d6593ceb4,18,Male,Junior
7262141a-af63-4316-9076-4cae50f66782,18,Male,Senior
ef852041-bc81-4a8b-b088-b5fb2ed41059,20,Female,Sophomore
db11c3ea-5e36-4364-a710-3751d0b7809c,18,Female,Freshman
50a1a180-1ccf-4372-9ed8-760be439a067,19,Male,Senior
e1219cb6-6c18-4a9a-9b9c-6d3bdfe2d00d,19,Male,Junior
936a7da9-0b70-4674-be77-c5eb32c70063,21,Male,Senior
1d5c0305-fcb5-4f87-b4ed-879ca2b70638,23,Female,Junior
196d9f6d-fdec-407d-a2fd-7d5ee13dc873,24,Female,Junior
c3c4aa08-51a9-422b-ae43-4916b2f9e039,22,Female,Senior
e660514f-61ab-413c-801d-b80bcfb67fde,18,Male,Freshman
48b8f262-e16e-4144-89d1-3e0885ad6999,18,Male,Sophomore
1d5f5d83-4568-4681-b2b9-d7d794eeb58b,20,Female,Junior
0ec6c95f-0a4e-44d2-b9c5-defb02ccf5b8,23,Female,Junior
20a1e5bd-1ee0-4dc9-83fd-f49ff3d231a9,19,Female,Junior
a85dd353-af97-4c02-a655-d067965a918f,22,Male,Junior
0a39e85f-43a1-4db9-93c0-004c2b731fb8,21,Male,Sophomore
4f7cb077-c934-4561-ae93-e410dbc98f4d,19,Male,Junior
0ad2245c-551a-4f73-aeb1-2688b2d7c05f,23,Female,Senior
c2cedfef-3e8e-4466-ad89-85882318aab3,24,Male,Sophomore
20142342-7440-43a4-8ba2-f241a33c903b,21,Male,Senior
af4099cd-68cf-4ee5-94b5-209069258bbb,24,Female,Senior
21c73005-d5c9-40fc-bbc1-65779504449a,20,Female,Freshman
a3fb295e-6e66-486c-879d-0e220c22f5d5,20,Male,Freshman
0a353b9c-d038-4ef9-a234-ed806685f4df,18,Female,Junior
5db4e4d3-ee89-4663-ba2a-e7ecac93803f,24,Female,Senior
f4e36511-290c-48ea-bb44-fb6936c05981,23,Female,Sophomore
a4228d5b-4e76-48ec-a49a-6aad20f2140f,22,Male,Freshman
a15542cd-514a-4a97-8022-79f55bda38a6,21,Male,Junior
44aec593-641f-4dbb-a523-ea508f671e3f,19,Female,Freshman
cb2d6893-2ccb-476a-b551-6351968eb25b,23,Female,Freshman
6cccc61e-37b8-47d4-94f1-c4931c36fc08,23,Male,Freshman
d7756e61-426b-434c-9b44-cbca2b79b60e,20,Female,Freshman
980ea002-e597-474b-844c-e44c5cb587d5,24,Male,Freshman
f53619f8-c57e-4126-82ea-a5c08dd48389,18,Male,Senior
83d31a5f-b874-4466-aaa5-030f1c87d80b,18,Male,Junior
ab1f3950-aa26-409b-aed1-1f5c61beb658,21,Female,Sophomore
971f2baf-ae5b-4462-84d8-6122467f0474,20,Male,Senior
b37ddbe2-f8a7-456f-828b-e87dd3f3d769,23,Male,Junior
c8bb443b-8f15-483b-bd8f-beabc03a93a1,22,Male,Sophomore
a5d4fd33-6c64-4200-8448-4adc22fd149f,20,Female,Sophomore
5687ec12-eeaf-4c2b-914c-95b38984da23,21,Male,Junior
a1572295-7e94-49f7-a44d-e3ab41e21754,21,Female,Senior
452b5e9f-3edf-47a7-9a20-726492e7ca34,20,Male,Sophomore
77c5adda-6064-4c6a-947b-ae79cd0ae177,21,Male,Freshman
a3466162-8e6d-4c3a-b6ac-64e99f6415bb,20,Female,Junior
a62dd438-a60d-47a3-ba98-e5805895fa73,19,Female,Freshman
21dba176-a693-444e-b494-3e4a4cc24309,20,Male,Sophomore
598f2eef-77d8-48d3-a6fc-a06d5dcb2ff2,24,Female,Senior
b2c243ff-4657-4379-9da1-29927ec3c32e,20,Female,Junior
9ff9f845-f72c-4d9c-ac5c-cd3890bd62bb,21,Male,Junior
dde4f3ea-d875-4240-ab9e-d2c7ea3495b5,24,Female,Freshman
16453fba-4d14-4a91-81f7-eff3e9144747,21,Male,Sophomore
3791edfa-0443-4db1-97da-7a6d490883b3,18,Female,Junior
a9dd22a1-d948-4d9e-98bd-ba6f6d28dd66,18,Male,Senior
e9fc0202-7d49-4b8d-9d22-263085d9f93f,24,Male,Senior
d49a5ae3-f101-4cb0-84cb-922c7fa21491,19,Female,Senior
d3a86d72-7db9-4b51-81f5-99f12084a50f,18,Female,Freshman
6a521917-9606-4693-a893-18becc30a514,20,Female,Sophomore
e792f9e5-999b-4822-b1b6-888a191e08ee,21,Female,Junior
631d4e5c-f3c6-4f8c-87c7-3a81293493ea,18,Male,Sophomore
deb19227-6c71-40cc-b8f2-aacf8fbde1b9,18,Female,Senior
8d4846ff-015d-4396-9f57-bcf91f7f11d9,19,Male,Sophomore
c278eb6d-f46e-4d36-9f6a-c1d185331d9e,24,Female,Junior
8b0b4847-4a11-4357-86cb-8ccfabfff678,24,Female,Freshman
e24a930e-6608-427c-8027-50d012aca2b4,23,Male,Sophomore
2acc8f7b-d1b6-4d22-bb42-94fdcf8dabdf,19,Female,Senior
0b9ea560-b1c2-44fd-8175-4fdb0b5dbbc6,20,Female,Senior
dc3520c4-818a-49f1-8c3c-3eb104959f13,24,Female,Senior
44905c1f-05df-4bdb-aff6-64cf290ad776,21,Male,Freshman
f79553a3-2ed5-4aa4-9bec-1f1299bc918a,19,Female,Junior
d5ca2ac5-b5da-4784-ac80-c2a0af84cfd4,18,Female,Freshman
60f0ab33-fbc3-43c4-961d-3bcf96051512,21,Female,Freshman
74f684f1-8ef8-465c-bae6-4e00942b8026,21,Female,Junior
e290a8d9-f63a-4f85-9255-8a72279b88d0,18,Female,Senior
067bf28f-2c62-40d3-8744-c514d4ccb2c8,19,Male,Senior
94f41180-0c93-496a-add1-d6eaee2f3751,18,Female,Junior
800030f4-f268-4550-94f5-9e446de906ef,23,Male,Sophomore
6fe4798d-1048-4534-9ab3-5fbc34e3ed88,21,Female,Freshman
cb85b564-049f-4bf1-8640-1009a1462c0c,22,Male,Senior
7399e69a-4e27-4ca9-a083-c4c731c2f122,22,Female,Sophomore
e410725c-c39e-48cd-b4b9-d3d0e123b728,20,Female,Junior
acd55897-d063-4227-a14d-2a9e78e573b3,24,Female,Sophomore
78721023-8f7a-4718-b30b-64cea4a6e7ef,18,Male,Junior
ab76390d-34dd-4740-8212-48acadb19806,18,Female,Junior
ea9fd017-9ea9-4700-8675-8c8877a3cfea,20,Female,Senior
eab74ebf-a1d3-45e9-bf29-451d3fd55fad,20,Male,Senior
5a323b54-8f55-4f60-bb2a-2e1a97cc09c4,20,Male,Senior
a4334d27-6551-4d36-9439-c060ad094114,21,Female,Senior
1eace802-8140-4ba5-8377-5c69ba78cf02,23,Male,Freshman
01530396-8170-44c9-ae20-b67ab1bde00c,18,Female,Senior
5ba0ce99-b850-4405-812b-80c1b882c81d,21,Female,Sophomore
fe5afc11-69bc-4f23-8f28-4b24be25d293,20,Male,Freshman
6efe11f8-6ebf-4115-a30f-798fa052e82d,18,Male,Freshman
f343b2f8-6abc-48c9-96ee-96cca6b89f30,21,Female,Freshman
df0bd617-efb3-44bd-87d2-60928bd310dc,23,Female,Junior
e97738d3-9bf9-4756-b7ca-4d4b5188333f,21,Female,Sophomore
f8a5bb52-5556-4f94-966d-db518253ab84,23,Female,Senior
b5c6dc0e-103f-4a00-ad0c-7f6f71aa2074,20,Female,Senior
db302c25-3822-4507-bcdf-dc592828fcb9,23,Male,Sophomore
e17158c2-42b5-4e6f-b443-2250bccfd0ec,18,Male,Junior
c37668a3-c993-4ba5-a467-c0a990953557,20,Male,Junior
e749f40d-b413-4c33-aad8-bef800e302b0,18,Male,Junior
893befff-d85f-4d73-bdb3-733895dc9b2f,22,Male,Junior
61616e6a-033a-453b-ba23-824892c5e972,19,Male,Freshman
1bb1ec41-4f25-4324-8799-567a5cda7a3d,23,Female,Sophomore
195f2b69-c168-4638-acdc-ba1b62e4bb35,19,Male,Junior
b7679e37-5a18-4666-8c23-eae3705d2028,19,Male,Sophomore
0518c83b-f334-4f83-8866-0b38128e0e1b,23,Male,Senior
856f1dca-2461-4e94-a336-6cf180e60c3d,20,Male,Sophomore
0eb695df-a21c-4a5f-bbe6-10dc3c185a11,22,Male,Senior
04d06cce-7896-42dc-b07f-4867eaa4e825,18,Female,Senior
5cec20d2-bb7c-419b-b181-0f9ce561ba47,21,Male,Freshman
c2df2a8d-daba-47a9-916b-387aa90c3d74,18,Female,Freshman
d3efab4c-17ec-46dd-8f95-0974dd68eebc,21,Male,Senior
af50b974-71a8-440f-8fc3-b32cfe462083,18,Male,Sophomore
2256bfa6-e423-4c40-b3a0-8ccfb71d9e22,23,Female,Junior
ddf74a1c-75f1-4e2d-9d92-b265e5623190,22,Male,Sophomore
b41c70d2-1dce-475c-9c37-2c36831eb7d3,21,Female,Freshman
07b52b73-13e0-4d89-a05f-acbc3350ab58,24,Female,Senior
010b707f-9c42-4fa2-a788-a7c0ca4b497f,20,Male,Freshman
20f3bd46-e582-42cb-9986-a69b02c3e84d,18,Male,Junior
033ee4ae-396b-42ac-8c42-07692493a085,18,Female,Senior
1b412249-5275-4f29-99ea-d3f291e6da3e,21,Male,Junior
f5671de2-1700-4504-81d2-228f8ba820d8,20,Female,Junior
